Old Family #,Family Name,Looked at?,Subproblem,Variation,Algo ID,Algorithm Description,Final Call,Exact Problem Statement?,Exact?,Time Complexity (Average),Average Case Distribution,Reference?,,Algorithm Name,Year,Paper/Reference Link,Constants,Derived?,Paper Reference for Constants,Time Complexity Improvement?,Transition Class,Time Complexity Class,Param: Time Class,Time Complexity (Worst Only),Parallel Algorithm Span/Depth,Span Encoding (T_1),Parallel Algorithm Span References,Parallel Algorithm Work,Work Encoding (T_inf),Parallel Algorithm Work References,Reference mentions work efficiency?,Parameter definitions,Preferred Parameter,Time Complexity Reference,Derived Time Complexity?,Computational Model,Model Encoding,Unit of Space,Space Complexity Class,Param: Space Class,Space Complexity (Auxiliary),Space Complexity Reference,Derived Space Complexity?,Space Complexity in Original Paper?,Interesting Space Complexity?,Randomized?,"Type of Randomized Algorithm (e.g. Las Vegas, Monte Carlo, Atlantic City)",Approximate?,Approximation Factor (if approximate algorithm),Heuristic-based?,Parallel?,"# of
Processors",# of Proc Encoding,Quantum?,GPU-based?,Other References,Problem Statement,Title,Authors,Notes,"Algorithm family
parameters",Description of Inputs,Ratios of input parameter sizes,Space n = 1000 value,Space n = 1000 rate,Space n = 10^6 value,Space n = 10^6 rate,Space n = 10^9 value,Space n = 10^9 rate,n = 1000 value,n = 1000 scale,n = 1000 Rate,n = 10^6 value,n = 10^6 scale,n = 10^6 Rate,n = 10^9 value,n = 10^9 scale,n = 10^9 Rate,Starting Complexity,Remarks,Papers for ratio evaluations,Domains
57,DFA Minimization,1,DFA Minimization,DFA Minimization,,,,1,1,O(n^2 log k)?,,,"[https://link.springer.com/chapter/10.1007/978-3-540-74282-1_9 Sun, Lu, Li, Wang (2007)]","Sun, Lu, Li, Wang",2007,https://link.springer.com/chapter/10.1007/978-3-540-74282-1_9,,,,,,,,O(kn^2/p),O(n^2 log k),20,,$O(kn^2)$,20,,no,"$n$: number of states
$k$: size of alphabet",n,,,CRCW PRAM?,130,words,,,,,,,,0,,0,,0,1,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Lowest Common Ancestor,1,Lowest Common Ancestor,Lowest Common Ancestors for vertex pairs of a directed tree,,,,1,1,O(ceil(m/(nK)) log n + n/K),,,"[https://epubs.siam.org/doi/abs/10.1137/0213036 Tsin, Chin (1984)]","Tsin, Chin",1984,https://epubs.siam.org/doi/abs/10.1137/0213036,,,,0,0,,,O(ceil(m/(nK)) log n + n/K),O(log n),1,https://epubs.siam.org/doi/abs/10.1137/0213036,O(m log n + n^2)?,20,,,"n: number of vertices
m: number of total number of op.s (queries, links, cuts)
K: processor parameter",n,,,(SIMD-type) PRAM CREW,120,words,O(n) total (auxiliary?),n: 3,https://www.proquest.com/docview/919780720?pq-origsite=gscholar&fromopenview=true,,,,,0,,0,,0,1,nK,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
58,Lowest Common Ancestor,1,Lowest Common Ancestor,Lowest Common Ancestors for vertex pairs of a directed tree,,,,1,1,O(ceil((n+m)/p) log n),,,[https://ieeexplore.ieee.org/abstract/document/1676830 Tsin [Section 3] (1986)],Tsin [Section 3],1986,https://ieeexplore.ieee.org/abstract/document/1676830,,,,,,,,O(ceil((n+m)/p) log n),O(log n),1,,O(n^2)?,20,,no,"n: number of vertices
m: number of total number of op.s (queries, links, cuts)
p: number of processors",n,,,(SIMD-type) PRAM CREW,120,words,O(n) total (auxiliary?),n: 3,https://www.proquest.com/docview/919780720?pq-origsite=gscholar&fromopenview=true,,,,,0,,0,,0,1,p,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
58,Lowest Common Ancestor,1,Lowest Common Ancestor,Lowest Common Ancestors for vertex pairs of a directed tree,,,,1,1,O(n^2/p + log n),,,[https://ieeexplore.ieee.org/abstract/document/1676830 Tsin [Section 4] (1986)],Tsin [Section 4],1986,https://ieeexplore.ieee.org/abstract/document/1676830,,,,,,,,O(n^2/p + log n),O(log n),1,,O(n^2)?,20,,no,"n: number of vertices
m: number of total number of op.s (queries, links, cuts)
p: number of processors",n,,,(SIMD-type) PRAM CREW,120,words,O(n) total (auxiliary?),n: 3,https://www.proquest.com/docview/919780720?pq-origsite=gscholar&fromopenview=true,,,,,0,,0,,0,1,p,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
58,Lowest Common Ancestor,1,Lowest Common Ancestor,Lowest Common Ancestor with Static Trees,,,,1,1,O(m+log(n)),,,[https://epubs.siam.org/doi/abs/10.1137/0217079?journalCode=smjcat Schieber; Vishkin [Parallel] (1988)],Schieber; Vishkin [Parallel],1988,https://epubs.siam.org/doi/abs/10.1137/0217079?journalCode=smjcat,,,,0,0,,,O(m+log(n)),$O(m+\log(n))$,10,https://epubs.siam.org/doi/epdf/10.1137/0217079,$O(m+n)$,10,https://epubs.siam.org/doi/epdf/10.1137/0217079,no,"n: number of vertices
m: number of total number of op.s (queries, links, cuts)",n,,,EREW PRAM,110,words,O(n) total (auxiliary?),n: 3,https://www.proquest.com/docview/919780720?pq-origsite=gscholar&fromopenview=true,,,,,0,,0,,0,1,O(n/log n),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
58,Lowest Common Ancestor,1,Lowest Common Ancestor,Lowest Common Ancestor with Static Trees,,,,1,1,O(m*alpha(n)),,,"[https://apps.dtic.mil/sti/tr/pdf/ADA227803.pdf Berkman, Vishkin (1990)]","Berkman, Vishkin",1990,https://apps.dtic.mil/sti/tr/pdf/ADA227803.pdf,,,,0,0,,,O(m*alpha(n)),O(m*alpha(n)),10.0005,https://apps.dtic.mil/sti/tr/pdf/ADA227803.pdf,O(m + n),10,https://apps.dtic.mil/sti/tr/pdf/ADA227803.pdf,no,"n: number of vertices
m: number of total number of op.s (queries, links, cuts)",n,,,Common CRCW PRAM,132,words,O(n) total (auxiliary?),n: 3,https://www.proquest.com/docview/919780720?pq-origsite=gscholar&fromopenview=true,,,,,0,,0,,0,1,O(n)?,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
58,Lowest Common Ancestor,1,Lowest Common Ancestor,Single-Pair LCA,,,,1,1,O(log n),,,"[https://ieeexplore.ieee.org/abstract/document/288276 Das, Halverson, Min (1994)]","Das, Halverson, Min",1994,https://ieeexplore.ieee.org/abstract/document/288276,,,,0,0,,,O(log n),O(log n),1,https://ieeexplore.ieee.org/abstract/document/288276,O(n),10,,no,n: number of vertices,n,,,EREW PRAM,110,words,O(n) total (auxiliary?),n: 3,https://www.proquest.com/docview/919780720?pq-origsite=gscholar&fromopenview=true,,,,,0,,0,,0,1,O(n/log n),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
58,Lowest Common Ancestor,1,Lowest Common Ancestor,Lowest Common Ancestors with insertion and deletion of leaves,,,,1,1,"O(m/p + r log p + min(m, r log n))",,,[https://link.springer.com/chapter/10.1007/3-540-58218-5_28 Schenk (1994)],Schenk,1994,https://link.springer.com/chapter/10.1007/3-540-58218-5_28,,,,0,0,,,"O(m/p + r log p + min(m, r log n))",O(m/n + r log n)?,10,,O(m + r)?,10,,no,"n: number of vertices
m: number of total number of op.s (queries, links, cuts)
p: number of processors
r: number of rounds",n,,,CREW PRAM,120,words,O(n) total (auxiliary?),n: 3,https://www.proquest.com/docview/919780720?pq-origsite=gscholar&fromopenview=true,,,,,0,,0,,0,1,p,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
58,Lowest Common Ancestor,1,Lowest Common Ancestor,,,,,1,1,,,,[https://academic.oup.com/proteincell/article/3/2/148/6874195 Zhao et. al. (2012)],Zhao et. al.,2012,https://academic.oup.com/proteincell/article/3/2/148/6874195,,,,0,0,,,,O(log n),1,,O(n log n),11,,,"n: number of vertices
m: number of total number of op.s (queries, links, cuts)",n,,,PRAM,,words,O(n) total (auxiliary?),n: 3,https://www.proquest.com/docview/919780720?pq-origsite=gscholar&fromopenview=true,,,,,0,,0,,0,1,,,0,0,,,CloudLCA: finding the lowest common ancestor in metagenome analysis using cloud computing,"Guoguang Zhao, Dechao Bu, Changning Liu, Jing Li, Jian Yang, Zhiyong Liu, Yi Zhao, Runsheng Chen",,,,,,,,,,,,,,,,,,,,,,,Combinatorics
60,Clique Problems,1,Enumerating Maximal Cliques,"Enumerating Maximal Cliques, arbitrary graph",,,,,,,,,,"Dahlhaus, Karpinski",1988,https://link.springer.com/chapter/10.1007/3-540-19487-8_16,,,,,,,,$O(\log^3{nM})$,$O(\log^3{nM})$,33,,$O(M^6 n^2 \log^3{nM})$,9005.3,,,"$n$: number of vertices
 $M$: number of cliques",,,,CREW PRAM,120,,,,,,,,,,,,,,1,$O(M^6 n^2)$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Clique Problems,1,Enumerating Maximal Cliques,"Enumerating Maximal Cliques, arbitrary graph",,,,,,,,,,"Das, Sanei-Mehri, Tirthapura",2018,https://ieeexplore.ieee.org/abstract/document/8638066,,,,,,,,$O(3^{n/3}/(M \log{n}) +P)$,$O(M \log{n})$,6.1,,$O(3^{n/3})$,938,,,"n: number of vertices
M: size of maximum clique
p: number of processors
",,,,shared memory (CRCW PRAM),130,,,,,,,,,,,,,,1,p,937.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.1,Clique Problems,2,k-Clique,Enumerating k-Cliques; k-Clique,,,,,,,,,,Garcia,2019,https://iris.uniroma1.it/bitstream/11573/1283982/1/Tesi_dottorato_Renan.pdf,,,,,,,,,$O(k m)$,30,,$O(m^{k/2})$,8500,,,"m: number of edges
k: required clique size",,,,fork/join shared memory,,,,,,,,,,,,,,,,,,,,,,Enumerating cliques and their relaxations: sequential and parallel algorithms,Renan Leon Garcia,,,,,,,,,,,,,,,,,,,,,,,
60.4,Clique Problems,2,k-Clique,Max-Weight Clique,,,,,,,,,,"Shi, Dhulipala, Shun",2021,https://arxiv.org/abs/2002.10047,,,,,,,,"O(m \alpha^{k-2})  (\alpha = arboricity, which is worst case \sqrt{m})",O(log^2 n),2,,O(m \alpha^{k-2}) ,8500,,,"$m$: number of edges
$k$: required clique size 
$\alpha$: arboricity, which is worst case $\sqrt{m}$",,,,,,,,,,,,,,,,,,,,,,,,,,Parallel Clique Counting and Peeling Algorithms,"Jessica Shi, Laxman Dhulipala, Julian Shun",,,,,,,,,,,,,,,,,,,,,,,
60.4,Clique Problems,1,k-Clique,Max-Weight Clique,,,,,,,,,,"Gianinazzi, Besta, Schaffner, Hoefler",2021,https://arxiv.org/pdf/2109.09663,,,,,,,,"O(m \alpha^{k-2})  (\alpha = arboricity, which is worst case \sqrt{m})",O(log^2 n),2,,O(m \alpha^{k-2}) ,8500,,,"$m$: number of edges
$k$: required clique size 
$\alpha$: arboricity, which is worst case $\sqrt{m}$",,,,,,,,,,,,,,,,,,,,,,,,,,Parallel Algorithms for Finding Large Cliques in Sparse Graphs,"Lukas Gianinazzi, Maciej Besta, Yannick Schaffner, Torsten Hoefler",,,,,,,,,,,,,,,,,,,,,,,
62,Poisson Problem,1,2-Dimensional Poisson Problem,2-Dimensional Poisson Problem,,,,1,1,,,,[https://ieeexplore.ieee.org/document/5009160 Buzbee [MD] (1973)],Buzbee [MD],1973,https://ieeexplore.ieee.org/document/5009160,,,,,,,,,O(n),10,,O(n^3),30,https://ieeexplore.ieee.org/document/5009160,,"$n$: dimension of grid (where grid is discretized)
$p$: number of processors",n,,,,,words,,,,,,,,0,,0,,0,1,p,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Poisson Problem,1,2-Dimensional Poisson Problem,2-Dimensional Poisson Problem,,,,1,1,O(log n),,,"[https://link.springer.com/article/10.1007/BF02259647 Sameh, Chen, Kuck (1976)]","Sameh, Chen, Kuck",1976,https://link.springer.com/article/10.1007/BF02259647,,,,,,,,O(log n),O(log n),1,https://link.springer.com/article/10.1007/BF02259647,O(n^2 log n),21,,no,n: dimension of grid (where grid is discretized),n,,,shared memory MIMD,300,words,,,,,,,,0,,0,,0,1,O(n^2),20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Poisson Problem,1,2-Dimensional Poisson Problem,2-Dimensional Poisson Problem,,,,1,1,,,,,Multigrid,1977,https://www.stat.uchicago.edu/~lekheng/courses/302/classics/brandt.pdf,,,,,,,,,O(log n),1,,O(n^2),20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Poisson Problem,1,2-Dimensional Poisson Problem,2-Dimensional Poisson Problem,,,,1,1,O(log n),,,[https://www.sciencedirect.com/science/article/pii/S016781918490293X Vatjersic (1984)],Vatjersic,1984,https://www.sciencedirect.com/science/article/pii/S016781918490293X,,,,,,,,O(log n),O(log n),1,https://www.sciencedirect.com/science/article/pii/S016781918490293X,O(n^2 log n),21,,no,n: dimension of grid (where grid is discretized),n,,,SIMD,200,words,,,,,,,,0,,0,,0,1,O(n^2),20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Poisson Problem,1,2-Dimensional Poisson Problem,2-Dimensional Poisson Problem,,,,1,1,,,,"[https://onlinelibrary.wiley.com/doi/full/10.1002/num.20556 Xu, Wang [FDPI] (2011)]","Xu, Wang [FDPI]",2011,https://onlinelibrary.wiley.com/doi/full/10.1002/num.20556,,,,,,,,,O(n),10,http://people.eecs.berkeley.edu/~demmel/cs267/lecture24/lecture24.html,O(n^3),30,http://people.eecs.berkeley.edu/~demmel/cs267/lecture24/lecture24.html,no,n: dimension of grid (where grid is discretized),n,,,MIMD?,,words,,,,,,,,0,,0,,0,1,O(n^2),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Poisson Problem,1,2-Dimensional Poisson Problem,2-Dimensional Poisson Problem,,,,1,1,O(n log n)?,,,[https://www.dynamicpublishers.com/Neural/NPSC2015/14-npsc-267-276.pdf Chen (2015)],Chen,2015,https://www.dynamicpublishers.com/Neural/NPSC2015/14-npsc-267-276.pdf,,,,,,,,O(n log n)?,O(n log n)?,11,,O(n^2 log n)?,21,,no,n: dimension of grid (where grid is discretized),n,,,networked computers,700,words,,,,,,,,0,,0,,0,1,O(n),10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Poisson Problem,1,3-Dimensional Poisson Problem,3-Dimensional Poisson Problem,,,,1,1,O((n^3 log n)/p)?,,,"[https://journals.sagepub.com/doi/abs/10.1177/109434200101500104 Giraud, Guivarch, Stein (2001)]","Giraud, Guivarch, Stein",2001,https://journals.sagepub.com/doi/abs/10.1177/109434200101500104,,,,,,,,O((n^3 log n)/p)?,O(n^2 log n)?,21,,O(n^3 log n)?,31,,no,"n: dimension of grid (where grid is discretized)
p: number of processors",n,,,distributed memory,700,words,,,,,,,,0,,0,,0,1,p,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Poisson Problem,1,3-Dimensional Poisson Problem,3-Dimensional Poisson Problem,,,,1,1,,,,"[https://www.sciencedirect.com/science/article/abs/pii/S0010465511001809 Budiardja, Cardall (2011)]","Budiardja, Cardall",2011,https://www.sciencedirect.com/science/article/abs/pii/S0010465511001809,,,,,,,,,O(log n),1,,O(n^3 log n),31,"https://math.stackexchange.com/questions/1809871/solve-poisson-equation-using-fft,
https://ocw.mit.edu/courses/18-086-mathematical-methods-for-engineers-ii-spring-2006/5f469576670a2c7a874999dbafc8c3cb_am35.pdf",no,"n: dimension of grid (where grid is discretized)
p: number of processors",n,,,CREW PRAM algorithm implemented in MPI,,words,,,,,,,,0,,0,,0,1,p,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Poisson Problem,1,3-Dimensional Poisson Problem,3-Dimensional Poisson Problem,,,,1,1,,,,"[https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=224bb1891102e79342f861507c4122d07be1b571#page=242 Zhao Ning, Wang XuBen (2012)]","Zhao Ning, Wang XuBen",2012,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=224bb1891102e79342f861507c4122d07be1b571#page=242,,,,,,,,,O(n log n),11,,O(n^4 log n),41,"https://people.inf.ethz.ch/arbenz/FEM17/pdfs/0-19-852868-X.pdf
http://math.ewha.ac.kr/~chohong/publications/article_49_copy.pdf",no,n: dimension of grid (where grid is discretized),n,,,CUDA?,,words,,,,,,,,0,,0,,0,1,O(n),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Delaunay Triangulation,1,2-Dimensional Delaunay Triangulation,2-Dimensional Delaunay Triangulation,,,,1,1,O(log^2 n),,,"[https://link.springer.com/content/pdf/10.1007/BF01762120.pdf Aggarwal, Chazelle, Guibas, Ó'Dúnlaing, Yap (1988)]","Aggarwal, Chazelle, Guibas, Ó'Dúnlaing, Yap",1988,https://link.springer.com/content/pdf/10.1007/BF01762120.pdf,,,,,,,,O(log^2 n),O(log^2 n),2,https://link.springer.com/article/10.1007/PL00008262,O(n log^2 n)?,12,,no,n: number of points,n,,,CREW PRAM,120,,,,,,,,,0,,0,,0,1,O(n),10,0,0,,,,,"""Shamos (1977)"" gave reductions from Voronoi diagrams to other geometric proximity problems, including closest pair",,,,,,,,,,,,,,,,,,,,,,
64,Delaunay Triangulation,1,2-Dimensional Delaunay Triangulation,2-Dimensional Delaunay Triangulation,,,,1,1,O(log^2 n),,,"[https://link.springer.com/chapter/10.1007/BFb0032049 Cole, Goodrich, Ó'Dúnlaing (1990)]","Cole, Goodrich, Ó'Dúnlaing",1990,https://link.springer.com/chapter/10.1007/BFb0032049,,,,,,,,O(log^2 n),O(log^2 n),2,https://link.springer.com/article/10.1007/PL00008262,O(n log n),11,https://link.springer.com/article/10.1007/PL00008262,yes,n: number of points,n,,,CREW PRAM,120,,,,,,,,,0,,0,,0,1,O(n/log n),9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Delaunay Triangulation,1,,,,,,1,1,O(n),,,"[ Saxena, Bhatt, Prasad (1) (1986)]","Saxena, Bhatt, Prasad (1)",1986,,,,,,,,,O(n),O(n),10,https://link.springer.com/chapter/10.1007/3-540-18099-0_45,O(n log n),11,,,n: number of points,n,,,CREW PRAM,120,,,,,,,,,0,,,,0,1,O(log n),1,0,0,,,Fast parallel algorithms for Delaunay triangulation,"S. Saxena, P. C. P. Bhatt, and V. C. Prasad.",Claims these all work for Vornoi Diagrams as well.,,,,,,,,,,,,,,,,,,,,,,
64,Delaunay Triangulation,1,,,,,,1,1,O(log n log log n),,,"[ Saxena, Bhatt, Prasad (2) (1986)]","Saxena, Bhatt, Prasad (2)",1986,,,,,,,,,O(log n log log n),O(log n log log n),1.1,https://link.springer.com/chapter/10.1007/3-540-18099-0_45,O(n^2 log n log log n),21.1,,,n: number of points,n,,,CREW PRAM,120,,,,,,,,,0,,,,0,1,O(n^2),20,0,0,,,Fast parallel algorithms for Delaunay triangulation,"S. Saxena, P. C. P. Bhatt, and V. C. Prasad.",,,,,,,,,,,,,,,,,,,,,,,
64,Delaunay Triangulation,1,,,,,,1,1,O(log log n),,,"[ Saxena, Bhatt, Prasad (2) (1986)]","Saxena, Bhatt, Prasad (2)",1986,,,,,,,,,O(log log n),O(log log n),0.1,https://link.springer.com/chapter/10.1007/3-540-18099-0_45,O(n^3 log log n),30.1,,,n: number of points,n,,,CREW PRAM,120,,,,,,,,,0,,,,0,1,O(n^3),30,0,0,,,Fast parallel algorithms for Delaunay triangulation,"S. Saxena, P. C. P. Bhatt, and V. C. Prasad.",,,,,,,,,,,,,,,,,,,,,,,
64,Delaunay Triangulation,1,,,,,,1,1,O(1),,,"[ Saxena, Bhatt, Prasad (3) (1986)]","Saxena, Bhatt, Prasad (3)",1986,,,,,,,,,O(1),O(1),0,https://link.springer.com/chapter/10.1007/3-540-18099-0_45,O(n^4),40,,,n: number of points,n,,,common CRCW PRAM,132,,,,,,,,,0,,,,0,1,O(n^4),40,0,0,,,Fast parallel algorithms for Delaunay triangulation,"S. Saxena, P. C. P. Bhatt, and V. C. Prasad.",,,,,,,,,,,,,,,,,,,,,,,
64,Delaunay Triangulation,1,2-Dimensional Delaunay Triangulation,2-Dimensional Delaunay Triangulation,,,,,,O(nlogn),,,"[Blelloch, G., Miller, G., Hardwick, J. et al. Design and Implementation of a Practical Parallel Delaunay Algorithm . Algorithmica 24, 243–269 (1999). https://doi.org/10.1007/PL00008262 Belloch et al. (1999)]",Belloch et al.,1999,"Blelloch, G., Miller, G., Hardwick, J. et al. Design and Implementation of a Practical Parallel Delaunay Algorithm . Algorithmica 24, 243–269 (1999). https://doi.org/10.1007/PL00008262",,,,,,,,$O(\log^3 n)$,$O(\log^3 n)$,3,https://link.springer.com/article/10.1007/PL00008262,$O(n\log n)$,11,https://link.springer.com/article/10.1007/PL00008262,,n: number of points,n,,,CREW PRAM,120,,,,,,,,,0,,,,0,1,$O(n/\log n)$,8.9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Delaunay Triangulation,1,2-Dimensional Delaunay Triangulation,2-Dimensional Delaunay Triangulation,524,,,1,1,O(nlogn),,,"[https://web.archive.org/web/20180425231851/https://www.cs.cmu.edu/~ygu1/paper/SPAA16/Incremental.pdf Belloch, Gu, Shun, Sun (2006)]","Belloch, Gu, Shun, Sun",2006,https://web.archive.org/web/20180425231851/https://www.cs.cmu.edu/~ygu1/paper/SPAA16/Incremental.pdf,,,,0,0,4,n: 4,$O(\log^2 n)$,$O(\log^2 n)$,2,https://web.archive.org/web/20180425231851/https://www.cs.cmu.edu/~ygu1/paper/SPAA16/Incremental.pdf,$O(n\log n)$,11,https://web.archive.org/web/20180425231851/https://www.cs.cmu.edu/~ygu1/paper/SPAA16/Incremental.pdf,yes,n: number of points,n,,,CRCW PRAM,130,words,3,n: 3,O(n),"Keep track of triangles in current triangulation, based on which points have been added so far and which triangles to remove (see other incremental algos)",1,0,,1,Las Vegas?,0,,0,1,$O(n/\log n)$,9,0,0,,,,,,,,,,,,,,,9965,,,,,,,,,4,,,Combinatorics
64,Delaunay Triangulation,1,2-Dimensional Delaunay Triangulation,2-Dimensional Delaunay Triangulation,,,,,,O((n/p)^2 + (n/p) log p)?,,,"[https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=574023 Lee, Park, Park (1997)]","Lee, Park, Park",1997,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=574023,,,,,,,,O((n/p)^2 + (n/p) log p),O(log n),1,,O(n^2),20,,no,"n: number of points
p: number of processors",n,,,CREW PRAM? (TRAM??),120,,,,,,,,,0,,0,,0,1,p,19,0,0,,,An Improved Parallel Algorithm for Delaunay Triangulation on Distributed Memory Parallel Computers,Sangyoon Lee Chan-Ik Park Chan-MO Park,,,,,,,,,,,,,,,,,,,,,,,
64,Delaunay Triangulation,1,2-Dimensional Delaunay Triangulation,2-Dimensional Delaunay Triangulation,,,,,,O((n log n log p)/p),,,[https://dl.acm.org/doi/pdf/10.1145/258492.258516 Hardwick (1997)],Hardwick,1997,https://dl.acm.org/doi/pdf/10.1145/258492.258516,,,,,,,,O((n log n log p)/p),O(log^2 n),2,,O(n log n),11,,no,"n: number of points
p: number of processors",n,,,CREW PRAM,120,,,,,,,,,0,,0,,0,1,p,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Delaunay Triangulation,1,3-Dimensional Delaunay Triangulation,3-Dimensional Delaunay Triangulation,,,,,,O((n/p)^2 + (n/p) log p)?,,,"[https://onlinelibrary.wiley.com/doi/epdf/10.1111/1467-8659.1230129 Cignoni, Montani, Perego, Scopigno (1993)]","Cignoni, Montani, Perego, Scopigno",1993,https://onlinelibrary.wiley.com/doi/epdf/10.1111/1467-8659.1230129,,,,,,,,O((n/p)^2 + (n/p) log p)?,O(log n),1,,O(n^2),20,,no,"n: number of points
p: number of processors",n,,,MIMD,300,,,,,,,,,0,,0,,0,1,p,19,0,0,https://onlinelibrary.wiley.com/doi/abs/10.1002/cpe.4330070106,,Parallel 3D Delaunay Triangulation,"P.  Cignoni†, C. Montani‡, R.  Perego†, R.  Scopigno",,,,,,,,,,,,,,,,,,,,,,,
64,Delaunay Triangulation,1,3-Dimensional Delaunay Triangulation,3-Dimensional Delaunay Triangulation,,,,,,poly(log n)?,,,"[https://dl.acm.org/doi/pdf/10.1145/169627.169667 Teng, Sullivan, Beichl, Puppo (1993)]","Teng, Sullivan, Beichl, Puppo",1993,https://dl.acm.org/doi/pdf/10.1145/169627.169667,,,,,,,,O(n^2/p),O(n),10,,O(n^2),20,,no,n: number of points,n,,,SIMD,120,,,,,,,,,0,,0,,0,1,O(n),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Delaunay Triangulation,1,2-Dimensional Delaunay Triangulation,2-Dimensional Delaunay Triangulation,,,,,,,,,"[https://dl.acm.org/doi/abs/10.1145/984952.984966 Kohout, Kolingerova (2003)]","Kohout, Kolingerova",2003,https://dl.acm.org/doi/abs/10.1145/984952.984966,,,,,,,,,O(log^2 n),2,https://www.cs.umd.edu/class/fall2021/cmsc754/Lects/lect12-delaun-alg.pdf,O(n log n),11,https://www.cs.umd.edu/class/fall2021/cmsc754/Lects/lect12-delaun-alg.pdf,,n: number of points,n,,,,,,,,,,,,,0,,0,,0,1,,,0,0,https://www.sciencedirect.com/science/article/pii/S0167819105000323,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Delaunay Triangulation,1,2-Dimensional Delaunay Triangulation,2-Dimentional Delaunay Triangulation,,,,,,,,,"[https://www.sciencedirect.com/science/article/abs/pii/S0098300411000598 Wu, Guan, Gong (2011)]","Wu, Guan, Gong",2011,https://www.sciencedirect.com/science/article/abs/pii/S0098300411000598,,,,,,,,,O(n),10,,O(n log n),11,,,n: number of points,n,,,,,,,,,,,,,0,,0,,0,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Delaunay Triangulation,1,2-Dimensional Delaunay Triangulation,2-Dimensional Delaunay Triangulation,,,,,,O(log^3 n),,,"[https://link.springer.com/article/10.1007/PL00008262 Blelloch, Miller, Hardwick, Talmor (1999)]","Blelloch, Miller, Hardwick, Talmor",1999,https://link.springer.com/article/10.1007/PL00008262,,,,,,,,O(log^3 n),O(log^3 n),3,,O(n log n),11,,yes,n: number of points,n,,,CREW PRAM,120,,,,,,,,,0,,0,,0,1,O(n)?,8.9,0,0,https://dl.acm.org/doi/pdf/10.1145/237218.237357,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Delaunay Triangulation,1,2-Dimensional Delaunay Triangulation,2-Dimensional Delaunay Triangulation,,,,,,O(log n),,,"[https://dl.acm.org/doi/10.1145/73007.73045 Reif, Sen (1989)]","Reif, Sen",1989,https://dl.acm.org/doi/10.1145/73007.73045,,,,,,,,O(log n),O(log n),1,https://dl.acm.org/doi/10.1145/73007.73045,O(n log n),11,https://dl.acm.org/doi/10.1145/73007.73045,yes,n: number of points,n,,,CREW PRAM,120,,,,,,,,,1,Las Vegas,0,,0,1,O(n),10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Delaunay Triangulation,1,2-Dimensional Delaunay Triangulation,2-Dimensional Delaunay Triangulation,,,,,,O((n/p) log(n/p) + (n/p) log p)?,,,[https://www.tandfonline.com/doi/full/10.1080/15481603.2014.946666 Wu et al. (2014)],Wu et al.,2014,https://www.tandfonline.com/doi/full/10.1080/15481603.2014.946666,,,,,,,,,O(n),10,,O(n log n),11,,no,"n: number of points
p: number of processors",n,,,CREW PRAM?,120,,,,,,,,,0,,0,,0,1,p,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
