Old Family #,Family Name,Looked at?,Subproblem,Variation,Algo ID,Algorithm Description,Final Call,Exact Problem Statement?,Exact algorithm?,Time Complexity (Average),Average Case Distribution,Reference?,,Algorithm Name,Year,Paper/Reference Link,DOI,Authors,Number of Authors,Title,Constants,Derived?,Paper Reference for Constants,Time Complexity Improvement?,Transition Class,Time Complexity Class,Param: Time Class,Time Complexity (Worst Only),Time Encoding,Parameter definitions,Preferred Parameter,Time Complexity Reference,Derived Time Complexity?,Computational Model,Unit of Space,Space Complexity Class,Param: Space Class,Space Complexity (Auxiliary),Space Complexity Notes or Reference,Derived Space Complexity?,Space Complexity in Original Paper?,Interesting Space Complexity?,Randomized?,"Type of Randomized Algorithm (e.g. Las Vegas, Monte Carlo, Atlantic City)",Approximate?,Approximation Factor (if approximate algorithm),Heuristic-based?,Parallel?,"# of
Processors",Quantum?,GPU-based?,Other References,Problem Statement,"Algorithm family
parameters",Description of Inputs,Ratios of input parameter sizes,Space n = 1000 value,Space n = 1000 rate,Space n = 10^6 value,Space n = 10^6 rate,Space n = 10^9 value,Space n = 10^9 rate,n = 1000 value,n = 1000 scale,n = 1000 Rate,n = 10^6 value,n = 10^6 scale,n = 10^6 Rate,n = 10^9 value,n = 10^9 scale,n = 10^9 Rate,Starting Complexity,Remarks,Papers for ratio evaluations,Domains,Intractable
84,Longest Palindromic Substring,2,,Longest Palindromic Substring,653,,,1,1,$O(n^3)$,Any distribution of values?,(behavior same across all inputs),[- Naive (1940)],Naive,1940,-,,[],0,,1,1,,1,0,6,n: 6,$O(n^3)$,30,$n$: length of given string,n,,,Word RAM,words,1,n: 1,$O(1)$,https://www.geeksforgeeks.org/longest-palindrome-substring-set-1/,0,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000000000,1,,1E+18,1,,1E+27,1,,3,,,Combinatorics,FALSE
84,Longest Palindromic Substring,1,,Longest Palindromic Substring,654,,,1,1,$O(n^2)$,,,[- Dynamic Programming (1953)],Dynamic Programming,1953,-,,[],0,,,,,1,3->4,5,n: 5,$O(n^2)$,20,$n$: length of given string,n,,,Word RAM,words,5,n: 5,$O(n^2)$,https://www.geeksforgeeks.org/longest-palindrome-substring-set-1/,0,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000000,1000,0.7012542799,1000000000000,1000000,1.894266125,1E+18,1000000000,3.923882632,3,,,Combinatorics,FALSE
84,Longest Palindromic Substring,2,,Longest Palindromic Substring,655,,,1,1,$O(n)$,Any distribution of values?,need to read entire input,[https://doi.org/10.1145%2F321892.321896 Manacher (1975)],Manacher,1975,https://doi.org/10.1145%2F321892.321896,10.1145%2F321892.321896,['Glenn Manacher'],1,"[""A New Linear-Time ``On-Line'' Algorithm for Finding the Smallest Initial Palindrome of a String""]",2,1,https://dl.acm.org/doi/10.1145/321892.321896,1,4->6,3,n: 3,$O(n)$,10,$n$: length of given string,n,,,Word RAM,words,3,n: 3,$O(n)$,"At the very least it stores the radii for each center, requiring $O(n)$ space. Space usage is bounded from above by runtime, so at most $O(n)$ space is used.",1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000,1000000,0.483981789,1000,1000000000000,1.20220195,1000000000,1E+18,2.268027589,3,,,Combinatorics,FALSE
84,Longest Palindromic Substring,1,,Longest Palindromic Substring,656,,,1,1,$O(n)$,Any distribution of values?,need to read entire input,[https://doi.org/10.1007%2FBF01182773 Jeuring (1994)],Jeuring,1994,https://doi.org/10.1007%2FBF01182773,10.1007%2FBF01182773,['Johan Jeuring'],1,"['The derivation of on-line algorithms, with an application to finding palindromes']",,,,0,0,3,n: 3,$O(n)$,10,$n$: length of given string,n,,,Word RAM,words,3,n: 3,$O(n)$?,Stores (and uses) previously computed palindrome information; unclear if $O(n)$ is best bound possible,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000,,,,,,,,,3,,,Combinatorics,FALSE
84,Longest Palindromic Substring,2,,Longest Palindromic Substring,657,,,1,1,$O(n)$,Any distribution of values?,need to read entire input,[https://www.cambridge.org/core/books/algorithms-on-strings-trees-and-sequences/F0B095049C7E6EF5356F0A26686C20D3 Gusfield  (1997)],Gusfield ,1997,https://www.cambridge.org/core/books/algorithms-on-strings-trees-and-sequences/F0B095049C7E6EF5356F0A26686C20D3,,['Dan Gusfield'],1,"['Algorithms on Strings, Trees, and Sequences']",,,,0,0,3,n: 3,$O(n)$,10,$n$: length of given string,n,,,Word RAM,words,3,n: 3,$O(n)$,"At the very least it pre-processes and stores the string and the reverse of the string, requiring $O(n)$ space. Space usage is bounded from above by runtime, so at most $O(n)$ space is used.",1,0,,0,,0,,0,0,,0,0,https://d1wqtxts1xzle7.cloudfront.net/31053376/Algorithms_on_String_Trees_and_Sequences-with-cover-page-v2.pdf?Expires=1661234618&Signature=F2kwJp-yun59cg~XkWJkmRPpTYA~w8ZV8-T7prnT1vRBskR9HP5--HSAW3yRCkMvsogo8r6dTuq94Um2iFLJueNP-wf-EwQwsnTfaNWN8~IPjQAStkg0o3~9dr~gbsRzgddypdVJFp2qnFOzCaL3RgLw1mVEt~z6l9NwCSAK~mKZn6gZm3pP2-oCtuvQeUkRQKEWMrjbmZJvnXGoTSeKl4wMvvO5VOB17WLvU2A~G3XuiV05wJJwK8cQ9wqGZdorSYXieKLElOTfoYCDEjugeJuQXa2R-VhZtk8WpBPLmIv-PKUqQpxNG2usEwy0f4rcZnpsIBfEAJV9UBv1QwxlPQ__&Key-Pair-Id=APKAJLOHF5GGSLRBV4ZA,,,,,,,,,,,1000,,,,,,,,,3,,,Combinatorics,FALSE
53,Register Allocation,2,,Global Register Allocation,658,,,1,1,$O(n^2)$,,,[https://dl.acm.org/doi/10.1145/236114.236117 Demand-Driven Register Allocation (1996)],Demand-Driven Register Allocation,1996,https://dl.acm.org/doi/10.1145/236114.236117,10.1145/236114.236117,"['Todd A. Proebsting', 'Charles N. Fischer']",2,['Demand-driven register allocation'],,,,0,0,5,n: 5,$O(n^2)$,20,$n$: number of instructions in procedure,n,,,Word RAM,words,5,n: 5,$O(n^2)$,Derived: Requires storing a so-called $\Delta$-table of size $n \times n$ to keep track of $\Delta$-estimates,1,0,,0,,0,,1,0,,0,0,,,,,,,,,,,,1000000,1,,,,,,,,4,,,Combinatorics,FALSE
85,AST to Code Translation,2,,Arithmetic Expression Binary Tree,659,,,1,1,$O(n)$,,,[https://dl.acm.org/doi/10.1145/321607.321620 Sethi–Ullman Algorithm (1970)],Sethi–Ullman Algorithm,1970,https://dl.acm.org/doi/10.1145/321607.321620,10.1145/321607.321620,"['Ravi Sethi', 'J. D. Ullman']",2,['The Generation of Optimal Code for Arithmetic Expressions'],0.5,1,https://dl.acm.org/doi/10.1145/321607.321620,1,0,3,n: 3,$O(n)$,10,$n$: number of nodes in the tree,n,,,Word RAM,words,1,n: 1,$O(1)$,"Derived: Only uses in-situ updates to the input tree, no auxiliary data structures",1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000000,1,,1000000000000,1,,1E+18,1,,4,,,Combinatorics,FALSE
86,Graph Isomorphism Problem,0,"Graph Isomorphism, General Graphs","Graph Isomorphism, General Graphs",660,Construct canonical forms of graphs and compare,,1,1,$\exp(n^{1/2 + o(1)})$,,,[https://dl.acm.org/doi/10.1145/800061.808746 Babai and Luks (1983)],Babai and Luks,1983,https://dl.acm.org/doi/10.1145/800061.808746,10.1145/800061.808746,"['Laszlo Babai', 'Eugene M. Luks']",2,['Canonical labeling of graphs'],,,,0,0,8,n: 8,$\exp(n^{1/2 + o(1)})$,,$n$: number of vertices,n,,,Word RAM,words,#VALUE!,,,,,,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics,TRUE
86,Graph Isomorphism Problem,1,,"Graph Isomorphism, Bounded Number of Vertices of Each Color",661,,,1,1,$o(\exp(2n^{1/2}\log^2 n))$,,,[https://epubs.siam.org/doi/10.1137/0209018 Babai (1980)],Babai,1980,https://epubs.siam.org/doi/10.1137/0209018,10.1137/0209018,['Laszlo Babai'],1,['On the Complexity of Canonical Labeling of Strongly Regular Graphs'],,,,1,0,8,n: 8,$o(\exp(2n^{1/2}\log^2 n))$,,$n$: number of vertices,n,,,Word RAM,words,5,n: 5,$O(n^2)$,https://epubs.siam.org/doi/10.1137/0209018 (section 2.5),0,1,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics,TRUE
86,Graph Isomorphism Problem,0,,Isomorphism of strongly regular graphs,662,,,1,1,$n^{O(n^{1/3} \log n)}$,,,[https://www.cs.yale.edu/homes/spielman/PAPERS/srg.pdf Spielman (1996)],Spielman,1996,https://www.cs.yale.edu/homes/spielman/PAPERS/srg.pdf,,['Daniel A. Spielman'],1,['Faster Isomorphism Testing of Strongly Regular Graphs'],,,,0,0,8,n: 8,$n^{O(n^{1/3} \log n)}$,,$n$: number of vertices,n,,,Word RAM,words,#VALUE!,,check,,,,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics,TRUE
86,Graph Isomorphism Problem,1,"Graph Isomorphism, General Graphs",,663,,,1,1,$O((m_1 + m_2)n^3 + m_2 n^2 L)$; possibly $O(\exp(O(n\log n))))$?,,,[http://users.cecs.anu.edu.au/~bdm/papers/pgi.pdf McKay (1981)],McKay,1981,http://users.cecs.anu.edu.au/~bdm/papers/pgi.pdf,,['Brendan D. McKay'],1,['Practical Graph Isomorphism'],,,,0,0,8,n: 8,$O((m_1 + m_2)n^3 + m_2 n^2 L)$; possibly $O(\exp(O(n\log n))))$?,,"$n$: number of vertices
$m_1$: number of terminal nodes (in part of search tree that was examined) equivalent to earliest terminal node; $m_1\leq n$
$m_2$: number of nodes (in part of search tree that was examined) not equivalent to earliest terminal node and which have no descendants
$L$: storage limit parameter",n,,,Word RAM,words,6,n: 6,$2mn+10n+m+(m+4)K+2mL$,,,,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics,TRUE
86,Graph Isomorphism Problem,1,"Graph Isomorphism, General Graphs",,664,,,1,1,$O(n\cdot n!)$,,,[https://dl.acm.org/doi/10.1145/321958.321963 Schmidt & Druffel (1976)],Schmidt & Druffel,1976,https://dl.acm.org/doi/10.1145/321958.321963,10.1145/321958.321963,"['Douglas C. Schmidt', 'Larry E. Druffel']",2,['A Fast Backtracking Algorithm to Test Directed Graphs for Isomorphism Using Distance Matrices'],,,,1,0,8,n: 8,$O(n\cdot n!)$,,$n$: number of vertices,n,,,Word RAM,words,5,n: 5,$O(n^2)$,derived in sheet,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,Inf,1,,Inf,1,,Inf,1,,1,,,Combinatorics,TRUE
86,Graph Isomorphism Problem,0.001,,Subgraph Isomorphism,665,,,1,1,"Asymptotics not given, actual times. Check",,,[https://dl.acm.org/doi/10.1145/321921.321925 Ullman (1976)],Ullman,1976,https://dl.acm.org/doi/10.1145/321921.321925,10.1145/321921.321925,['J. R. Ullmann'],1,['An Algorithm for Subgraph Isomorphism'],,,,1,0,#VALUE!,,,,"$n$: max number of vertices between the two graphs
$m$: min number of vertices between the two graphs",n,,,Word RAM,words,3,"n: 3,
m: 3",$O(mn)$?,"Stores a constant number of $n\times m$ matrices, along with a constant number of vectors of length $O(m+n)$",1,0,,0,,0,,0,1,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics,TRUE
86,Graph Isomorphism Problem,0.001,"Graph Isomorphism, General Graphs",,666,,,1,1,$2^{O(\log n)^3}$,,,"[http://people.cs.uchicago.edu/~laci/update.html, http://people.cs.uchicago.edu/~laci/17groups/version2.1.pdf Babai (2017)]",Babai,2017,"http://people.cs.uchicago.edu/~laci/update.html, http://people.cs.uchicago.edu/~laci/17groups/version2.1.pdf",,['Laszlo Babai'],1,['Graph Isomorphism in Quasipolynomial Time'],,,,0,0,7.5,n: 7.5,$2^{O(\log n)^3}$,,"$n$: max number of vertices between the two graphs
$m$: min number of vertices between the two graphs",n,,,,,#VALUE!,,,,,,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics,TRUE
86,Graph Isomorphism Problem,2,,Circulant graphs,667,,,1,1,$O(n^2)$,,,[https://londmathsoc.onlinelibrary.wiley.com/doi/abs/10.1112/S0024611503014412 Muzychuk (2004)],Muzychuk,2004,https://londmathsoc.onlinelibrary.wiley.com/doi/abs/10.1112/S0024611503014412,10.1112/S0024611503014412,['M. Muzychuk'],1,['A solution of the isomorphism problem for circulant graphs'],,,,0,0,5,n: 5,$O(n^2)$,,$n$: number of vertices,n,,,Word RAM,words,5,n: 5,$O(n^2)$,derived in notes,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,Inf,,,Inf,,,Inf,1,,,Combinatorics,TRUE
86,Graph Isomorphism Problem,0,,Partial k-trees,668,,,1,1,$O(n^{k+4.5})$,,,[https://www.sciencedirect.com/science/article/pii/0196677490900135 Bodlaender (1990)],Bodlaender,1990,https://www.sciencedirect.com/science/article/pii/0196677490900135,,['Hans L. Bodlaender'],1,['Polynomial algorithms for graph isomorphism and chromatic index on partial k-trees'],,,,0,0,7,n: 7,$O(n^{k+4.5})$,,"$n$: number of vertices 
$k$: graphs which are partial $k$-trees",n,,,Word RAM,words,#VALUE!,,check,,,,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics,TRUE
86,Graph Isomorphism Problem,0,,Hypergraphs isomorphism,669,,,1,1,$\exp(O(k^2 \sqrt{n}))$,,,[https://oa.mg/work/10.1109/focs.2008.80 Babai & Codenotti (2008)],Babai & Codenotti,2008,https://oa.mg/work/10.1109/focs.2008.80,10.1109/focs.2008.80,"['Laszlo Babai', 'Paolo Codenotti']",2,['Isomorhism of Hypergraphs of Low Rank in Moderately Exponential Time'],,,,0,0,8,n: 8,$\exp(O(k^2 \sqrt{n}))$,,"$n$: number of vertices
$k$: rank of hypergraph",n,,,Word RAM,words,#VALUE!,,check,,,,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics,TRUE
87,Graph Realization Problems,2,,Digraph Realization Problem,670,Constructs graph,,1,1,$O(n)$,,,[https://linkinghub.elsevier.com/retrieve/pii/0012365X7390037X Kleitman–Wang Algorithm (1973)],Kleitman–Wang Algorithm,1973,https://linkinghub.elsevier.com/retrieve/pii/0012365X7390037X,,"['Daniel J. Kleitman', 'DeLiang Wang']",2,['Algorithms for constructing graphs and digraphs with given valences and factors'],1,1,http://compalg.inf.elte.hu/~tony/Oktatas/TDK/FINAL/Chap%202.PDF,1,0,3,n: 3,$O(n)$,,$n$: number of degree pairs,n,,,Word RAM,words,3,n: 3,$O(n)$,Derived: Space complexity bounded by time complexity; keep track of a constant number of sets of size $O(n)$,1,0,,0,,0,,0,0,,0,0,,,,,,1000,,1000000,,1000000000,,250000,1,,250000000000,1,,2.5E+17,1,,4,,,Combinatorics,FALSE
87,Graph Realization Problems,2,,Digraph Realization Problem,671,"Makes use of (0,1) matrix properties, checks a property of the input values through the lens of an adjacency matrix",,1,1,$O(n)$,,,[https://www.cambridge.org/core/journals/canadian-journal-of-mathematics/article/properties-of-a-class-of-01matrices-covering-a-given-matrix/9A3857D219511017536142BD7F132C91 Fulkerson–Chen–Anstee (1982)],Fulkerson–Chen–Anstee,1982,https://www.cambridge.org/core/journals/canadian-journal-of-mathematics/article/properties-of-a-class-of-01matrices-covering-a-given-matrix/9A3857D219511017536142BD7F132C91,,['Richard P. Anstee'],1,"['Properties of a Class of (0,1)-Matrices Covering a given Matrix']",,,,0,0,3,n: 3,$O(n)$,,$n$: number of degree pairs,n,,,Word RAM,words,1,n: 1,$O(1)$,"Derived: Checking an inequality that involves 3 summations, of max value $O(n^2)$ each (assuming max degree $\leq n$) which is $O(1)$ words in our Word RAM. We check this inequality for each $k = 1, \ldots, n$, but you can store the summations dynamically, so you only need to run $O(1)$ operations per iteration",1,0,,0,,0,,0,0,,0,0,https://dl.acm.org/doi/pdf/10.1145/2783258.2783410?casa_token=u46OpjQb5b4AAAAA:7jdo-IEc4gQRd648rIJNa5WhQno8vQGGaHkDzTcu6FJ8K_BIraVU3kQ8qqqjUkO6zVLW71I7iI_VlA,,,,,1,1.15443469,1,3.641588834,1,9,,,,,,,,,,4,,,Combinatorics,FALSE
87,Graph Realization Problems,1,,DAG Realization Problem,672,,,1,1,$O(\exp(n))$,,,[https://arxiv.org/abs/1203.3636 Berger & Müller-Hannemann (2011)],Berger & Müller-Hannemann,2011,https://arxiv.org/abs/1203.3636,,"['Annabell Berger', 'Matthias Müller-Hannemann']",2,['How to Attack the NP-complete Dag Realization Problem in Practice'],,,,0,0,8,n: 8,$O(\exp(n))$,,$n$: number of degree pairs,n,,,Word RAM,words,#VALUE!,,?,,,,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,4,,,Combinatorics,FALSE
88,Duplicate Elimination,2,,Duplicate Elimination,673,,,1,1,$O(n \log n)$,,,[ Sorting based [Merge Sort] + sequential pass (1964)],Sorting based [Merge Sort] + sequential pass,1964,,,[],0,,,,,1,0,4,n: 4,$O(n \log n)$,11,$n$: number of records,n,,,Word RAM,words,3,n: 3,$O(n)$,Derived: linear space for mergesort,1,0,,0,,0,,0,0,,0,0,https://dl.acm.org/doi/abs/10.1145/319983.319987,,,,,1000,,1000000,,1000000000,,9965,1,,19931568.57,1,,29897352854,1,,5,"sorts, then does a sequential pass to eliminate duplicates",,Databases,FALSE
88,Duplicate Elimination,1,,Duplicate Elimination,674,,,1,1,$O(n \log n)$,,,[https://dl.acm.org/doi/abs/10.1145/319983.319987 Sorting based [Merge Sort] + real-time elimination (1983)],Sorting based [Merge Sort] + real-time elimination,1983,https://dl.acm.org/doi/abs/10.1145/319983.319987,,"['Dina Bitton', 'David J. DeWitt']",2,['Duplicate record elimination in large data files'],,,,0,0,4,n: 4,$O(n \log n)$,11,$n$: number of records,n,,,Word RAM,words,3,n: 3,$O(n)$,Derived: linear space for mergesort,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,9965,,,,,,,,,5,eliminates duplicates while sorting,,Databases,FALSE
88,Duplicate Elimination,2,,Duplicate Elimination,675,,,1,1,$O(n \log n)$,,,[ BST Algorithm (1999)],BST Algorithm,1999,,,[],0,,,,,0,0,4,n: 4,$O(n \log n)$,11,$n$: number of records,n,,,Word RAM,words,2,n: 2,$O(\log n)$,Derived: Space required for the recursion stack space,1,0,,0,,0,,0,0,,0,0,,,,,,9.965784285,0.1407366271,19.93156857,0.3623817424,29.89735285,0.6405214824,9965,,,,,,,,,5,,,Databases,FALSE
88,Duplicate Elimination,2,,Duplicate Elimination,676,Selection sort using priority queue?,,1,1,$O(n^2)$,,,[ Priority Queue Algorithm (1976)],Priority Queue Algorithm,1976,,,[],0,,,,,0,0,5,n: 5,$O(n^2)$,20,$n$: number of records,n,,,Word RAM,words,3,n: 3,$O(n)$,Derived: Auxiliary space needed for the priority queue,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000000,,,,,,,,,5,,,Databases,FALSE
88,Duplicate Elimination,2,,Duplicate Elimination,677,,,1,1,$O(n \log n)$,,,[https://link.springer.com/article/10.1023/A:1009761603038 Sorted Neighborhood Algorithm (SNA) (1998)],Sorted Neighborhood Algorithm (SNA),1998,https://link.springer.com/article/10.1023/A:1009761603038,10.1023/A:1009761603038,"['Mauricio A. Hern√°ndez', 'Salvatore J. Stolfo']",2,['Real-world Data is Dirty: Data Cleansing and The Merge/Purge Problem'],,,,0,0,5,n: 5,$O(n \log n)$,11,$n$: number of records,n,https://doi.org/10.1145/1255175.1255213,0,Word RAM,words,3,n: 3,$O(n)$,"Derived: store a key for each entry in the ""Create Key"" phase",1,0,,0,,0,,0,0,,0,0,https://ieeexplore.ieee.org/document/5381140,,,,,,,,,,,9965,,,,,,,,,5,,,Databases,FALSE
88,Duplicate Elimination,2,,Duplicate Elimination,678,,,1,1,$O(n \log n)$,,,[https://core.ac.uk/download/pdf/72783552.pdf Duplicate Elimination Sorted Neighborhood Method (DE-SNM) (2002)],Duplicate Elimination Sorted Neighborhood Method (DE-SNM),2002,https://core.ac.uk/download/pdf/72783552.pdf,,[Ajumobi Okwuchukwu. Udechukwu],1,['Domain-independent de-duplication in data warehouse cleaning.'],,,,0,0,4,n: 4,$O(n \log n)$,11,$n$: number of records,n,,,Word RAM,words,3,n: 3,$O(n)$,"Derived: store a key for each entry in the ""Create Key"" phase",1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,9965,,,,,,,,,5,"Provides abstraction, details, and implimentation of the algorithm in Hernandez 96/98.",,Databases,FALSE
88,Duplicate Elimination,2,,Duplicate Elimination,679,SVM string similarity,,1,1,$O(n^3)$,,,[https://dl.acm.org/doi/10.1145/956750.956759 Adaptive Duplicate Detection Algorithm (ADD) (2003)],Adaptive Duplicate Detection Algorithm (ADD),2003,https://dl.acm.org/doi/10.1145/956750.956759,10.1145/956750.956759,"['Mikhail Bilenko', 'Raymond J. Mooney']",2,['Adaptive duplicate detection using learnable string similarity measures'],,,,1,0,6,n: 6,$O(n^3)$,30,$n$: number of records,n,,,Word RAM,words,1,n: 1,$O(1)$,"Derived: For SVM, only need to store a constant number of support vectors",1,0,,0,,0,,0,0,,0,0,,,,,,1,0.7767563268,1,1.112931266,1,1.338342829,3316.983346,3.004235765,,4316983.346,4.617013078,,4901945847,6.099078567,,5,,,Databases,FALSE
89,Hyperbolic Spline Interpolation,1,,Hyperbolic Spline Interpolation,680,Tridiagonal linear system,0,1,1,$O(n^3 \log^2 K)$,,,[https://link.springer.com/article/10.1134/S0965542508040039 B.I. Kvasov (2008)],B.I. Kvasov,2008,https://link.springer.com/article/10.1134/S0965542508040039,10.1134/S0965542508040039,['B. I. Kvasov'],1,['Construction of hyperbolic interpolation splines'],,,,1,0,6,"n: 6,
K: 2",$O(n^3 \log^2 K)$,,$n$: number of points,n,,,Word RAM,words,3,n: 3,$O(n)$?,Derived: Tridiagonal matrices in the linear system only require $O(n)$ space,1,0,,0,,0,,0,0,,0,0,https://link.springer.com/content/pdf/10.1134/S0965542511050095.pdf,,,,K=500,,,,,,,7284439084,370511.7131,607.6967333,7.28444E+18,370511713133,608695.7333,7.28444E+27,3.70512E+17,608696732.3,2,,,Numerical Analysis,FALSE
89,Hyperbolic Spline Interpolation,0.001,,Hyperbolic Spline Interpolation,681,,0,1,1,$O(n^5)$,,,[https://www.mathnet.ru/eng/zvmmf2544 V. A. Lyul’ka and A. V. Romanenko (1994)],V. A. Lyul’ka and A. V. Romanenko,1994,https://www.mathnet.ru/eng/zvmmf2544,,"['Vyacheslav A. Lyul'ka', 'Andrey V. Romanko']",2,['Constructing interpolation curves by the grid method'],,,,1,0,7,n: 7,$O(n^5)$,,$n$: number of points,n,,,,,#VALUE!,,,,,,,0,,0,,0,0,,0,0,,,,,,,,,,,,1E+15,2.698970004,-0.07940878012,1E+30,2.698970004,-0.07940878012,1E+45,2.698970004,-0.07940878012,2,,,Numerical Analysis,FALSE
89,Hyperbolic Spline Interpolation,0.001,,Hyperbolic Spline Interpolation,682,,0,1,1,$O(n^4)$,,,[http://www.mathnet.ru/php/archive.phtml?wshow=paper&jrnid=zvmmf&paperid=943&option_lang=eng V. A. Lyul’ka and I. E. Mikhailov (2003)],V. A. Lyul’ka and I. E. Mikhailov,2003,http://www.mathnet.ru/php/archive.phtml?wshow=paper&jrnid=zvmmf&paperid=943&option_lang=eng,,"['Vyacheslav A. Lyul'ka', 'Igor E. Mikhaĭlov']",2,['On the construction of interpolation curves'],,,,0,0,7,n: 7,$O(n^4)$,40,$n$: number of points,n,,,,,#VALUE!,,,,,,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000000000000,,,,,,,,,2,,,Numerical Analysis,FALSE
89,Hyperbolic Spline Interpolation,0.001,,Hyperbolic Spline Interpolation,683,,0,1,1,$O(n^5 \log K)$,,,[http://w.ict.nsc.ru/jct/annotation/892?l=eng V. I. Paasonen (2006)],V. I. Paasonen,2006,http://w.ict.nsc.ru/jct/annotation/892?l=eng,,['V. I. Paasonen'],1,['Parallel algorithm for construction of hyperbolic splines'],,,,1,0,7,"n: 7,
K: 2",$O(n^5 \log K)$,,$n$: number of points,n,,,,,#VALUE!,,,,,,,0,,0,,0,0,,0,0,,,,,,,,,,,,2.69897E+15,1,,2.69897E+30,1,,2.69897E+45,1,,2,,,Numerical Analysis,FALSE
89,Hyperbolic Spline Interpolation,1,,Hyperbolic Spline Interpolation,684,Pentadiagonal linear system,0,1,1,$O(n^5 \log K)$,,,"[https://link.springer.com/article/10.1023/A:1018988312596 P. Costantini, B. I. Kvasov, and C. Manni (1999)]","P. Costantini, B. I. Kvasov, and C. Manni",1999,https://link.springer.com/article/10.1023/A:1018988312596,10.1023/A:1018988312596,"['Paolo Costantini', 'Boris I. Kvasov', 'Carla Manni']",3,['On discrete hyperbolic tension splines'],,,,0,0,7,"n: 7,
K: 2",$O(n^5 \log K)$,,$n$: number of points,n,,,Word RAM,words,3,n: 3,$O(n)$?,Derived: Pentadiagonal matrix in the linear system only requires $O(n)$ space,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,2,,,Numerical Analysis,FALSE
89,Hyperbolic Spline Interpolation,1,,Hyperbolic Spline Interpolation,685,Discrete Generalized Splines,0,1,1,$O(n^4)$,,,[http://sutir.sut.ac.th:8080/sutir/bitstream/123456789/431/1/bib115.pdf B. I. Kvasov (2000)],B. I. Kvasov,2000,http://sutir.sut.ac.th:8080/sutir/bitstream/123456789/431/1/bib115.pdf,,['B.I. Kvasov'],1,['Discrete GB-Splines and Their Properties'],,,,1,0,7,n: 7,$O(n^4)$,40,$n$: number of points,n,,,Word RAM,words,3,n: 3,$O(n)$??,Requires computing the coefficients $b_i$ and functions $\Phi(x)$ and $\Psi(x)$ as in equations 17 and 18,1,0,,0,,0,,0,0,,0,0,"https://www.sciencedirect.com/science/article/pii/S0167839699000370 (plausible other source)

https://www.researchgate.net/publication/265237324_Discrete_GB-Splines_and_Their_Properties (points to current source)",,,,,,,,,,,1000000000000,2698.970004,-0.7320007016,1E+24,2698970.004,-0.9152511806,1E+36,2698970004,-0.9732000702,2,,,Numerical Analysis,FALSE
90,Mesh Parameterization,0,,Mesh Parameterization,686,,0,0,1,$O(n^2)$,,,[https://dl.acm.org/doi/10.1145/218380.218440 ECK M.; DEROSE T.; DUCHAMP T.; 1995 (1995)],ECK M.; DEROSE T.; DUCHAMP T.; 1995,1995,https://dl.acm.org/doi/10.1145/218380.218440,10.1145/218380.218440,"['Matthias Eck', 'Tony DeRose', 'Tom Duchamp', 'Hugues Hoppe', 'Michael Lounsbery', 'Werner Stuetzle']",6,['Multiresolution analysis of arbitrary meshes'],,,,1,0,5,n: 5,$O(n^2)$,20,,n,,,,,#VALUE!,,,,,,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000000,,,,,,,,,4,,,Image Processing,FALSE
90,Mesh Parameterization,0,,Mesh Parameterization,687,,0,0,1,$O(n^2)$,,,[http://www.cs.jhu.edu/~misha/Fall09/Floater97.pdf FLOATER 1997 (1997)],FLOATER 1997,1997,http://www.cs.jhu.edu/~misha/Fall09/Floater97.pdf,,['Michael S. Floater'],1,['Parametrization and smooth approximation of surface triangulations'],,,,0,0,5,n: 5,$O(n^2)$,20,,n,,,,,#VALUE!,,,,,,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000000,,,,,,,,,4,,,Image Processing,FALSE
