Old Family #,Family Name,Looked at?,Subproblem,Variation,Algo ID,Algorithm Description,Final Call,Exact Problem Statement?,Exact?,Time Complexity (Average),Average Case Distribution,Reference?,,Algorithm Name,Year,Paper/Reference Link,Constants,Derived?,Paper Reference for Constants,Time Complexity Improvement?,Transition Class,Time Complexity Class,Param: Time Class,Time Complexity (Worst Only),Parallel Algorithm Span/Depth,Span Encoding (T_1),Parallel Algorithm Span References,Parallel Algorithm Work,Work Encoding (T_inf),Parallel Algorithm Work References,Reference mentions work efficiency?,Parameter definitions,Preferred Parameter,Time Complexity Reference,Derived Time Complexity?,Computational Model,Model Encoding,Unit of Space,Space Complexity Class,Param: Space Class,Space Complexity (Auxiliary),Space Complexity Reference,Derived Space Complexity?,Space Complexity in Original Paper?,Interesting Space Complexity?,Randomized?,"Type of Randomized Algorithm (e.g. Las Vegas, Monte Carlo, Atlantic City)",Approximate?,Approximation Factor (if approximate algorithm),Heuristic-based?,Parallel?,"# of
Processors",# of Proc Encoding,Quantum?,GPU-based?,Other References,Problem Statement,Title,Authors,Notes,"Algorithm family
parameters",Description of Inputs,Ratios of input parameter sizes,Space n = 1000 value,Space n = 1000 rate,Space n = 10^6 value,Space n = 10^6 rate,Space n = 10^9 value,Space n = 10^9 rate,n = 1000 value,n = 1000 scale,n = 1000 Rate,n = 10^6 value,n = 10^6 scale,n = 10^6 Rate,n = 10^9 value,n = 10^9 scale,n = 10^9 Rate,Starting Complexity,Remarks,Papers for ratio evaluations,Domains
64,Delaunay Triangulation,0.001,,d-Dimensional Delaunay Triangulation,795,,,,,O(n^(ceil(d/2))/p)?,,,"[https://epubs.siam.org/doi/abs/10.1137/1.9781611974768.17 Funke, Sanders (2017)]","Funke, Sanders",2017,https://epubs.siam.org/doi/abs/10.1137/1.9781611974768.17,,,,,,,,O(n^(ceil(d/2))/p)?,O(n^(ceil(d/2))/p)?,,,O(n^(ceil(d/2)))?,,,no,"n: number of points
d: dimension of space
p: number of processors",n,,,,,,,,,,,,,0,,0,,0,1,p,,0,0,https://link.springer.com/chapter/10.1007/978-3-030-29400-7_12#Sec6,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Delaunay Triangulation,0.001,2-Dimensional Delaunay Triangulation,"2-Dimensional Delaunay Triangulation, Spherical Delaunay Triangulation",796,,,,,,,,[https://gmd.copernicus.org/articles/6/1353/2013/ Jacobsen et al. (2013)],Jacobsen et al.,2013,https://gmd.copernicus.org/articles/6/1353/2013/,,,,,,,,,,,,,,,,n: number of points,n,,,,,,,,,,,,,0,,0,,0,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Delaunay Triangulation,0.001,2-Dimensional Delaunay Triangulation,2-Dimensional Delaunay Triangulation,797,,,,,O((n/p) log(n/p) + (n/p) log p)?,,,"[https://ieeexplore.ieee.org/abstract/document/1183458 Chen, Chuang, Wu (2002)]","Chen, Chuang, Wu",2002,https://ieeexplore.ieee.org/abstract/document/1183458,,,,,,,,O((n/p) log(n/p) + (n/p) log p)?,O(log n)?,1,,O(n log n)?,11,,,"n: number of points
p: number of processors",n,,,MPI,700,,,,,,,,,0,,0,,0,1,p,10,0,0,https://onlinelibrary.wiley.com/doi/abs/10.1002/cpe.1007,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Delaunay Triangulation,0.001,,,798,,,,,,,,"[https://dl.acm.org/doi/abs/10.1145/3221269.3223034 Nguyen, Rhodes [TIPP] (2018)]","Nguyen, Rhodes [TIPP]",2018,https://dl.acm.org/doi/abs/10.1145/3221269.3223034,,,,,,,,,,,,,,,,n: number of points,n,,,,,,,,,,,,,0,,0,,0,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Delaunay Triangulation,0.001,,,799,,,,,,,,"[https://arxiv.org/pdf/2308.06484 Hadiniya, Ghodsi (2023)]","Hadiniya, Ghodsi",2023,https://arxiv.org/pdf/2308.06484,,,,,,,,,,,,,,,,n: number of points,n,,,,,,,,,,,,,0,,0,,0,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,De Novo Genome Assembly,0.001,De Novo Genome Assembly,,800,,,,,,,,,"Georganas, Buluc, Chapman, Oliker, Rokhsar, Yelick",2014,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7013023,,,,,,,,,,,,,,,,,,,,MPP - Cray XC30 supercomputer,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,De Novo Genome Assembly,0.001,De Novo Genome Assembly,,801,,,,,,,,,"Jackson, Schnable, Aluru (YAGA)",2009,https://link.springer.com/content/pdf/10.1186/1471-2105-10-S1-S14.pdf,,,,,,,,O(g/p),O(log g),,https://bmcbioinformatics.biomedcentral.com/articles/10.1186/1471-2105-15-S9-S2,O(g),,,,"g: size of genome
n: number of nodes in the graph",,,,IBM Blue Gene/L,700,,,,,,,,,0,,,"""1% error rate is expected with current technology""",,1,p <= g/log g,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,De Novo Genome Assembly,0.001,De Novo Genome Assembly,,802,,,,,,,,,"Liu, Pande, Meyerhenke, Bader",2013,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6226376,,,,,,,,,,,,O(n log l) + O(n^2) + O(?),,,,,,,,shared memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,De Novo Genome Assembly,0.001,De Novo Genome Assembly,,803,,,,,,,,,"Simpson, Wong, Jackman, Schein, Jones, Birol (ABySS)",2009,https://genome.cshlp.org/content/19/6/1117.full.pdf,,,,,,,,,O(log g),,https://bmcbioinformatics.biomedcentral.com/articles/10.1186/1471-2105-15-S9-S2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,De Novo Genome Assembly,0.001,De Novo Genome Assembly,,804,,,,,,,,,"Liu, Schmidt, Maskell (PASHA)",2011,https://link.springer.com/content/pdf/10.1186/1471-2105-12-354.pdf,,,,,,,,,O(log g),,https://bmcbioinformatics.biomedcentral.com/articles/10.1186/1471-2105-15-S9-S2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,De Novo Genome Assembly,0.001,De Novo Genome Assembly,,805,,,,,,,,,"Meng, Seo, Balaji, Wei, Wang, Feng",2016,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7573818,,,,,,,,O(log log g),,,https://bmcbioinformatics.biomedcentral.com/articles/10.1186/1471-2105-15-S9-S2,O(n log log g)?,,,,"g: size of genome
n: number of nodes in the graph",,,,shared memory,,,,,,,,,,,,,,,,p <= length of longest path d_max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,De Novo Genome Assembly,0.001,De Novo Genome Assembly,,806,,,,,,,,,"Li, Zhu, Ruan, Qian, Fang, Shi, Li, Li, Shan, Kristiansen, Li, Yang, Wang, Wang",2010,https://genome.cshlp.org/content/20/2/265.full.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,De Novo Genome Assembly,0.001,De Novo Genome Assembly,,807,,,,,,,,,"Guidi, Selvitopi, Ellis, Oliker, Yelick, Buluc (ELBA)",2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9460463,,,,,,,,,,,,,,,,,,,,distributed memory,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,The Subset-Sum Problem,1,Subset Sum,Subset Sum,808,,,1,1,O(n*2^n/p)?,,,[https://link.springer.com/chapter/10.1007/3-540-52921-7_57 Djokić et al [enumeration of subsets] (1990)],Djokić et al [enumeration of subsets],1990,https://link.springer.com/chapter/10.1007/3-540-52921-7_57,,,,0,0,4,n: 4,O(n*2^n/p)?,O(n),10,,O(n*2^n)?,1010,,no,"n: the number of integers in the set
t: target sum
p: number of processors; 1≤p≤2^n",n,,,(shared memory? no communication),300,words,3,n: 3,O(n),"Keep track of triangles in current triangulation, based on which points have been added so far and which triangles to remove (see other incremental algos)",1,0,,0,,0,,0,1,p,1000,0,0,,,,,,,,,,,,,,,9965,,,,,,,,,4,,,Combinatorics
66,The Subset-Sum Problem,1,Subset Sum,Subset Sum,809,,,1,1,O(n*2^(n*eps/2)),,,[https://ieeexplore.ieee.org/document/73593 Ferreira (1991)],Ferreira,1991,https://ieeexplore.ieee.org/document/73593,,,,0,0,4,n: 4,O(n*2^(n*eps/2)),O(n),10,https://ieeexplore.ieee.org/document/73593,O(n*2^(n/2)),988.1,,no,"n: the number of integers in the set
t: target sum
eps: processor parameter",n,,,CREW SIMD PRAM,120,words,3,n: 3,O(n),"Keep track of triangles in current triangulation, based on which points have been added so far and which triangles to remove (see other incremental algos)",1,0,,0,,0,,0,1,O(n*2^(n*(1-eps)/2)),988,0,0,,,,,,,,,,,,,,,9965,,,,,,,,,4,,,Combinatorics
66,The Subset-Sum Problem,1,Subset Sum,Subset Sum,810,,,1,1,O(n * 2^(n/2) * sigma(2^(n/2))/p),,,"[https://www.sciencedirect.com/science/article/abs/pii/S0743731596901501 Ferreira, Robson (1996)]","Ferreira, Robson",1996,https://www.sciencedirect.com/science/article/abs/pii/S0743731596901501,,,,0,0,4,n: 4,O(n * 2^(n/2) * sigma(2^(n/2))/p),O(n * 2^(n/4) * sigma(2^(n/2))),986.1,https://www.sciencedirect.com/science/article/abs/pii/S0743731596901501,O(n * 2^(n/2) * sigma(2^(n/2))),988.1,,no,"n: the number of integers in the set
t: target sum
p: number of processors; 1≤p≤2^(n/4)
sigma(m): sorting overhead in parallel sorting; optimal is O(1)",n,,,EREW PRAM,110,words,3,n: 3,O(n),"Keep track of triangles in current triangulation, based on which points have been added so far and which triangles to remove (see other incremental algos)",1,0,,0,,0,,0,1,p,986,0,0,,,,,,,,,,,,,,,9965,,,,,,,,,4,,,Combinatorics
66,The Subset-Sum Problem,1,Subset Sum,Subset Sum,811,,,1,1,O(2^(n/2)/p),,,"[https://www.sciencedirect.com/science/article/pii/S0377221705008258 Sanches, Soma, Yanasse (2007)]","Sanches, Soma, Yanasse",2007,https://www.sciencedirect.com/science/article/pii/S0377221705008258,,,,0,0,4,n: 4,O(2^(n/2)/p),O(n),10,https://www.sciencedirect.com/science/article/pii/S0377221705008258,O(2^(n/2)),988,,no,"n: the number of integers in the set
t: target sum
p: number of processors; 1≤p≤2^(n/2)/n and p is a power of 2",n,,,CREW PRAM,120,words,3,n: 3,O(n),"Keep track of triangles in current triangulation, based on which points have been added so far and which triangles to remove (see other incremental algos)",1,0,,0,,0,,0,1,p,987.9,0,0,,,,,,,,,,,,,,,9965,,,,,,,,,4,,,Combinatorics
66,The Subset-Sum Problem,1,Subset Sum,Subset Sum,812,,,1,1,O(2^(3n/8)),,,[https://www.sciencedirect.com/science/article/pii/S0167819107001238 Chedid (2008)],Chedid,2008,https://www.sciencedirect.com/science/article/pii/S0167819107001238,,,,0,0,4,n: 4,O(2^(3n/8)),O(2^(3n/8)),987,https://www.sciencedirect.com/science/article/pii/S0167819107001238,O(2^(n/2)),988,https://www.sciencedirect.com/science/article/pii/S0167819107001238,yes,"n: the number of integers in the set
t: target sum",n,,,CREW SIMD PRAM,120,words,3,n: 3,O(n),"Keep track of triangles in current triangulation, based on which points have been added so far and which triangles to remove (see other incremental algos)",1,0,,0,,0,,0,1,O(2^(n/8)),984,0,0,,,,,,,,,,,,,,,9965,,,,,,,,,4,,,Combinatorics
66,The Subset-Sum Problem,1,Subset Sum,Subset Sum,813,,,1,1,O(2^(n(1+eps)/4)),,,"[https://link.springer.com/article/10.1007/BF02973436 Li, Li, Li (2008)]","Li, Li, Li",2008,https://link.springer.com/article/10.1007/BF02973436,,,,,,,,O(2^(n(1+eps)/4)),O(2^(n/4)),986,https://link.springer.com/article/10.1007/BF02973436,O(2^(n/2)),988,https://link.springer.com/article/10.1007/BF02973436,yes,"n: the number of integers in the set
t: target sum
eps: processor parameter",n,,,EREW PRAM,110,words,3,n: 3,O(n),"Keep track of triangles in current triangulation, based on which points have been added so far and which triangles to remove (see other incremental algos)",1,0,,0,,0,,0,1,O(2^(n(1-eps)/4)),986,0,0,,,,,,,,,,,,,,,9965,,,,,,,,,4,,,Combinatorics
66,The Subset-Sum Problem,1,Subset Sum,Subset Sum,814,,,1,1,O(n/p * (c - w_min) + (c + w_max - w_min)/p + n + log p),,,"[https://www.sciencedirect.com/science/article/pii/S0304397508004854 Sanches, Soma, Yanasse [Algorithm 1] (2008)]","Sanches, Soma, Yanasse [Algorithm 1]",2008,https://www.sciencedirect.com/science/article/pii/S0304397508004854,,,,0,0,4,n: 4,O(n/p * (c - w_min) + (c + w_max - w_min)/p + n + log p),O(n/w_min * (c - w_min) + (c + w_max - w_min)/w_min + n + log(w_min)),,,O(n(c - w_min) + (c + w_max - w_min) + n)?,,,no,"n: the number of integers in the set
w_min: minimum weight
w_max: maximum weight
c: capacity
p: number of processors; 1≤p≤w_min",n,,,CREW PRAM,120,words,3,n: 3,O(n),"Keep track of triangles in current triangulation, based on which points have been added so far and which triangles to remove (see other incremental algos)",1,0,,0,,0,,0,1,p,,0,0,,,,,,,,,,,,,,,9965,,,,,,,,,4,,,Combinatorics
66,The Subset-Sum Problem,1,Subset Sum,Subset Sum,815,,,1,1,O(n/p * (c - 2*w_min) + c/p + n),,,"[https://www.sciencedirect.com/science/article/pii/S0304397508004854 Sanches, Soma, Yanasse [Algorithm 2a] (2008)]","Sanches, Soma, Yanasse [Algorithm 2a]",2008,https://www.sciencedirect.com/science/article/pii/S0304397508004854,,,,0,0,4,n: 4,O(n/p * (c - 2*w_min) + c/p + n),O((c - 2*w_min) + c/n + n),,,O(n(c - 2*w_min) + c + n)?,,,no,"n: the number of integers in the set
w_min: minimum weight
w_max: maximum weight
c: capacity
p: number of processors; log n≤p≤n",n,,,EREW PRAM,110,words,3,n: 3,O(n),"Keep track of triangles in current triangulation, based on which points have been added so far and which triangles to remove (see other incremental algos)",1,0,,0,,0,,0,1,p,,0,0,,,,,,,,,,,,,,,9965,,,,,,,,,4,,,Combinatorics
66,The Subset-Sum Problem,1,Subset Sum,Subset Sum,816,,,1,1,O((n-2 log c)(c - 2*w_min)/p + c/p + n - 2 log c + log^2 c),,,"[https://www.sciencedirect.com/science/article/pii/S0304397508004854 Sanches, Soma, Yanasse [Algorithm 3] (2008)]","Sanches, Soma, Yanasse [Algorithm 3]",2008,https://www.sciencedirect.com/science/article/pii/S0304397508004854,,,,0,0,4,n: 4,O((n-2 log c)(c - 2*w_min)/p + c/p + n - 2 log c + log^2 c),O((n-2 log c)(c - 2*w_min)/n + c/n + n - 2 log c + log^2 c),,,O((n-2 log c)(c - 2*w_min) + c + n - 2 log c + log^2 c)?,,,no,"n: the number of integers in the set
w_min: minimum weight
w_max: maximum weight
c: capacity
p: number of processors; log(n - 2 log c)≤p≤n - 2 log c",n,,,CREW PRAM,120,words,3,n: 3,O(n),"Keep track of triangles in current triangulation, based on which points have been added so far and which triangles to remove (see other incremental algos)",1,0,,0,,0,,0,1,p,,0,0,,,,,,,,,,,,,,,9965,,,,,,,,,4,,,Combinatorics
66,The Subset-Sum Problem,1,Subset Sum,Subset Sum,817,,,1,1,O(nt/p),,,[https://onlinelibrary.wiley.com/doi/pdf/10.1002/cpe.2800 Bokhari (2012)],Bokhari,2012,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cpe.2800,,,,0,0,4,n: 4,O(nt/p),O(n),10,,O(nt),1010,,no,"n: the number of integers in the set
t: target sum
p: number of processors; 1≤p≤t",n,,,CREW PRAM?,300,words,3,n: 3,O(n),"Keep track of triangles in current triangulation, based on which points have been added so far and which triangles to remove (see other incremental algos)",1,0,,0,,0,,0,1,p,1000,0,0,,,,,,,,,,,,,,,9965,,,,,,,,,4,,,Combinatorics
66,The Subset-Sum Problem,1,Subset Sum,Subset Sum,818,,,1,1,O(2^(n/2-eps)),,,[https://link.springer.com/chapter/10.1007/978-3-642-33065-0_16 Chedid (2012)],Chedid,2012,https://link.springer.com/chapter/10.1007/978-3-642-33065-0_16,,,,0,0,4,n: 4,O(2^(n/2-eps)),O(n^2),20,https://link.springer.com/chapter/10.1007/978-3-642-33065-0_16,O(2^(n/2)),988,https://link.springer.com/chapter/10.1007/978-3-642-33065-0_16,yes,"n: the number of integers in the set
t: target sum
eps: processor parameter; 0 ≤ eps ≤ n/2 - 2 log n + 2",n,,,CREW PRAM,120,words,3,n: 3,O(n),"Keep track of triangles in current triangulation, based on which points have been added so far and which triangles to remove (see other incremental algos)",1,0,,0,,0,,0,1,2^eps,987.8,0,0,,,,,,,,,,,,,,,9965,,,,,,,,,4,,,Combinatorics
66,The Subset-Sum Problem,1,Subset Sum,Subset Sum,819,,,1,1,O(n(m-w_min)/p),,,"[https://onlinelibrary.wiley.com/doi/full/10.1002/cpe.3636 Curtis, Sanches (2015)]","Curtis, Sanches",2015,https://onlinelibrary.wiley.com/doi/full/10.1002/cpe.3636,,,,0,0,4,n: 4,O(n(m-w_min)/p),O(n),10,https://onlinelibrary.wiley.com/doi/full/10.1002/cpe.3636,O(n(m-w_min)),1010,,no,"n: the number of integers in the set
w_min: minimum weight
c: capacity
m: min(c, sum of weights minus c)
p: number of processors; 1≤p≤m-w_min",n,,,CRCW PRAM,130,words,3,n: 3,O(n),"Keep track of triangles in current triangulation, based on which points have been added so far and which triangles to remove (see other incremental algos)",1,0,,0,,0,,0,1,p,1000,0,0,,,,,,,,,,,,,,,9965,,,,,,,,,4,,,Combinatorics
71,Disk Scheduling,0.001,Disk Scheduling,Disk Scheduling,820,,,,,,,,,"Kallahalla, Varman",1999,https://dl.acm.org/doi/pdf/10.1145/301816.301835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Disk Scheduling,0.001,Disk Scheduling,Disk Scheduling,821,,,,,,,,,"Kallahalla, Varman",1998,https://ieeexplore.ieee.org/abstract/document/738012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Disk Scheduling,0.001,Disk Scheduling,Disk Scheduling,822,,,,,,,,,"Chen, Stankovic, Kurose, Towsley",1991,https://link.springer.com/article/10.1007/BF00364960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Disk Scheduling,0.001,Disk Scheduling,Disk Scheduling,823,,,,,,,,,"Singh, Thapar, Bhatia, Singh, Goyal",2015,https://www.tandfonline.com/doi/full/10.1080/23311916.2015.1011929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Disk Scheduling,0.001,Disk Scheduling,Disk Scheduling,824,,,,,,,,,"Ertug, Kallahalla, Varman",2000,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=16d267557916645eb8405fe84d60cd82c0037f91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,The Vertex Cover Problem,1,The Vertex Cover Problem,The Vertex Cover Problem,825,,,1,1,4 log n + O(k^k),,,"[https://link.springer.com/content/pdf/10.1007/BFb0057945.pdf Cesati, Ianni (1998)]","Cesati, Ianni",1998,https://link.springer.com/content/pdf/10.1007/BFb0057945.pdf,,,,,,,,4 log n + O(k^k),4 log n + O(k^k),,https://link.springer.com/chapter/10.1007/978-3-319-48749-6_35,O(n^2(log n + k^k))?,,,no,"n: number of vertices
m: number of edges
k: size of vertex cover (worst case O(n))",n,,,PRAM,100,,,,,,,,,0,,0,,0,1,O(n^2),,0,0,https://link.springer.com/chapter/10.1007/978-3-319-48749-6_35,,,,,,,,,,,,,,,,,,,,,,,,,,
72,The Vertex Cover Problem,0.001,The Vertex Cover Problem,The Vertex Cover Problem,826,,,1,1,O(((1.325)^k k^2 + kn)/p)?,,,[https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=5ae76bd80f9c074902c4aa079c3f485a3e3657bd Cheetham et. al. (2003)],Cheetham et. al.,2003,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=5ae76bd80f9c074902c4aa079c3f485a3e3657bd,,,,,,,,O(((1.325)^k k^2 + kn)/p)?,,,,,,,no,"n: number of vertices
m: number of edges
k: size of vertex cover (worst case O(n))
p: number of processors",n,,,BSP/CGM,400,,,,,,,,,0,,0,,0,1,p,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,The Vertex Cover Problem,1,,The Vertex Cover Problem for Two-Terminal Series-Parallel Graphs,827,,,1,1,O(log n),,,"[https://www.inderscienceonline.com/doi/abs/10.1504/IJHPCN.2006.013490 Nagy, Akl (2007)]","Nagy, Akl",2007,https://www.inderscienceonline.com/doi/abs/10.1504/IJHPCN.2006.013490,,,,,,,,O(log n),O(log n),,,O(n),,,yes,"n: number of vertices
m: number of edges
k: size of vertex cover (worst case O(n))",n,,,EREW PRAM,110,,,,,,,,,0,,0,,0,1,O(n/log n),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,The Vertex Cover Problem,0.001,The Vertex Cover Problem,The Vertex Cover Problem,828,,,1,1,,,,[https://www.researchgate.net/profile/Henrique-Mongelli/publication/228439792_An_Alternative_Implementation_for_the_FPT_k-Vertex_Cover_Parallel_Algorithm/links/0a85e53584fdabd8da000000/An-Alternative-Implementation-for-the-FPT-k-Vertex-Cover-Parallel-Algorithm.pdf Mongelli et. al. (2009)],Mongelli et. al.,2009,https://www.researchgate.net/profile/Henrique-Mongelli/publication/228439792_An_Alternative_Implementation_for_the_FPT_k-Vertex_Cover_Parallel_Algorithm/links/0a85e53584fdabd8da000000/An-Alternative-Implementation-for-the-FPT-k-Vertex-Cover-Parallel-Algorithm.pdf,,,,,,,,,,,,,,,no,"n: number of vertices
m: number of edges
k: size of vertex cover (worst case O(n))
p: number of processors",n,,,BSP/CGM,400,,,,,,,,,0,,0,,0,1,p,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,The Vertex Cover Problem,0.001,The Vertex Cover Problem,The Vertex Cover Problem,829,,,1,1,O(k log^3 n),,,[https://link.springer.com/chapter/10.1007/978-3-319-48749-6_35 Abu-Khzam et. al. (2016)],Abu-Khzam et. al.,2016,https://link.springer.com/chapter/10.1007/978-3-319-48749-6_35,,,,,,,,O(k log^3 n),O(k log^3 n),6.23,https://link.springer.com/chapter/10.1007/978-3-319-48749-6_35,O(km log^3 n),16.23,,no,"n: number of vertices
m: number of edges
k: size of vertex cover (worst case O(n))",n,,,,,,,,,,,,,0,,0,,0,1,O(m),10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,CFG Problems,0.001,CFG Parsing,CFG Parsing,830,,,,,,,,,Sandstrom,1994,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=5e67d48a0091317de1723b5313ef3c9e25a58993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,CFG Problems,0.001,,,831,,,,,,,,,Parallel Earley's method,??,,,,,,,,,O(n),O(n),10,https://dl.acm.org/doi/pdf/10.1145/181577.181586,O(n^3),30,https://dl.acm.org/doi/pdf/10.1145/181577.181586,,,,,,,,,,,,,,,,0,,0,,0,1,O(n^2),20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,CFG Problems,1,CFG Parsing,CFG Parsing,832,,,,,,,,,"Barnard, Skillicorn",1992,https://d1wqtxts1xzle7.cloudfront.net/46626362/0096-0551_2892_2990022-f20160619-1704-57z2yz-libre.pdf?1466375637=&response-content-disposition=inline%3B+filename%3DContext_free_parsing_on_O_n_processors.pdf&Expires=1704697901&Signature=RfUXV3Dhjnmy3sy8VCZ~Amm8slq1aJ54V~IRPh3ywZcvOisrgcO0VFwzEn~njPOwrwFCqUXTk7DUhnpJgZCfG8Oqm5v~g2PC1eNhfrBWKe9GSnRIxU-cCG06MFJbVMOIhYvM652Ns1998gs6wa5KTOCHuTnA1VTTt8kdlrH8ZTfZD37GPNJQRpQH9tAyHX49HfoPQmNUZUCXckL1G~AmyaIzjkO2aNJ3QltWlBIz5gK65xc7h1FebZ4CudvZxbrXgH5OT7pZowKy2E0iO~qKl8KtOh~b4lHSoqiBJ36eKe77ymntWKKlyk~PDBFr-cMugULIMW8Bp9P7qW~XufKTog__&Key-Pair-Id=APKAJLOHF5GGSLRBV4ZA,,,,,,,,O(n^2),O(n^2),20,,O(n^3),30,,,,,,,PRAM,100,,,,,,,,,0,,0,,0,1,O(n),10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Finding Frequent Itemsets,0.001,Finding Frequent Itemsets,,833,,,,,,,,,Kessl,2021,https://arxiv.org/pdf/2108.05038.pdf,,,,,,,,,,,,O(2^s·|M|),,,,"s: size of the longest MFI
M: all maximal frequent itemsets",,,,distributed memory,700,,,,,,,,,,,,,,,p <= |D|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Finding Frequent Itemsets,0.001,Finding Frequent Itemsets,,834,,,,,,,,,"Moonesinghe, Chung, Tan",2006,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=9141511a5c6da719c0417238daf275df04549aeb,,,,,,,,O(N^2/P^2) +O(nN/P)+O((∑_{k=1}^n (T_Merging_K + T_FP-Growth_K)) / P)+O(n^2 P),,,,,,,,"n: number of frequent items
N: number of transactions",,,,distributed memory,700,,,,,,,,,0,,0,,0,1,P<=N,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Finding Frequent Itemsets,0.001,Finding Frequent Itemsets,,835,,,,,,,,,"Craus, Archip",2008,https://www.researchgate.net/profile/Alexandru-Archip/publication/234803256_A_generalized_parallel_algorithm_for_frequent_itemset_mining/links/54bcda5a0cf253b50e2d6afe/A-generalized-parallel-algorithm-for-frequent-itemset-mining.pdf,,,,,,,,,,,,,,,,n: num of individual frequent items,,,,distributed memory,700,,,,,,,,,0,,0,,0,1,m<=n,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Finding Frequent Itemsets,0.001,Finding Frequent Itemsets,,836,,,,,,,,,"Veloso, Meira, Parthasarath",2003,https://cin.ufpe.br/~jtalr/Mestrado/Mineracao/veloso03new.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Finding Frequent Itemsets,0.001,Finding Frequent Itemsets,,837,,,,,,,,,"Ye, Chiang",2006,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1691365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Finding Frequent Itemsets,0.001,Finding Frequent Itemsets,,838,,,,,,,,,"Mesa, Feregrino-Uribe, Cumplido, Hern´andez-Palancar",2010,https://www.researchgate.net/profile/Jose-Hernandez-Palancar/publication/220827298_A_Highly_Parallel_Algorithm_for_Frequent_Itemset_Mining/links/0046351e0577037d5b000000/A-Highly-Parallel-Algorithm-for-Frequent-Itemset-Mining.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Finding Frequent Itemsets,0.001,Finding Frequent Itemsets,,839,,,,,,,,,"Zaki, Parthasarathy, Ogihara, Li",1997,https://link.springer.com/content/pdf/10.1023/A:1009773317876.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
