Family Name, ,Looked at?,Subproblem (currently only for Parallel Algos),Variation,Algo ID,Algorithm Description,Final Call,Exact Problem Statement?,Exact algorithm?,Time Complexity (Average),Average Case Distribution,Reference?,,Algorithm Name,Year,Paper/Reference Link,DOI,Authors,Number of Authors,Title,Constants,Derived?,Paper Reference for Constants,Time Complexity Improvement?,Transition Class,Time Complexity Class,Param: Time Class,Time Complexity (Worst Only),Time Encoding,Parameter definitions,Preferred Parameter,Time Complexity Reference,Derived Time Complexity?,Computational Model,Unit of Space,Space Complexity Class,Param: Space Class,Space Complexity (Auxiliary),Space Complexity Reference,Derived Space Complexity?,Space Complexity in Original Paper?,Interesting Space Complexity?,Randomized?,"Type of Randomized Algorithm (e.g. Las Vegas, Monte Carlo, Atlantic City)",Approximate?,Approximation Factor (if approximate algorithm),Heuristic-based?,Parallel?,"# of
Processors",Quantum?,GPU-based?,Other References,Problem Statement,"Algorithm family
parameters",Description of Inputs,Ratios of input parameter sizes,Space n = 1000 value,Space n = 1000 rate,Space n = 10^6 value,Space n = 10^6 rate,Space n = 10^9 value,Space n = 10^9 rate,n = 1000 value,n = 1000 scale,n = 1000 Rate,n = 10^6 value,n = 10^6 scale,n = 10^6 Rate,n = 10^9 value,n = 10^9 scale,n = 10^9 Rate,Starting Complexity,Remarks,Papers for ratio evaluations,Domains
Cyclic Peptide Sequencing Problem,104,2,,Cyclic Peptide Sequencing Problem,909,,,1,1,2^{(O(n))},,,[ Brute force (1987)],Brute force,1987,,,[],0,,1,1,,1,0,8,n: 8,$2^{O(n)}$,,"n: size of peptide, in daltons
m: number of elements in experimental spectrum",n,,,Word/Real RAM,words,3,n: 3,O(n),Keeps track of current amino acid sequence being checked,1,0,,0,,0,,0,0,,0,0,https://averyparkinson23.medium.com/sequencing-antibiotics-using-bioinformatics-2af1373ee009,,,,,,,,,,,1000000,1,,1.00E+12,1,,1.00E+18,1,,4,,,Bioinformatics
Cyclic Peptide Sequencing Problem,104,2,,Cyclic Peptide Sequencing Problem,910,Improvement on brute force (despite not doing better asymptotically),,1,1,2^{(O(n))},,,[ Branch and bound (1993)],Branch and bound,1993,,,[],0,,1,1,,1,4->5,8,n: 8,$2^{O(n)}$,,"n: size of peptide, in daltons
m: number of elements in experimental spectrum",n,,,Word/Real RAM,words,8,n: 8,$O(2^{O(n)})$,Keeps track of all possible not fully expanded amino acid sequences so far,1,0,,0,,0,,0,0,,0,0,https://github.com/xuwd11/Coursera-Bioinformatics/blob/master/23_04_CyclopeptideSequencing.py,,,,,,,,,,,9965,100.3512293,,19931568.57,50171.66594,,29897352854,33447777.3,,4,,,Bioinformatics
Point-in-Polygon,107,2,Point-in-Polygon,Point-in-Polygon,911,,,1,1,O(n),,,[https://dl.acm.org/doi/pdf/10.1145/368637.368653 Ray casting algorithm Shimrat; M (1962)],Ray casting algorithm Shimrat; M,1962,https://dl.acm.org/doi/pdf/10.1145/368637.368653,10.1145/368637.368653,['M. Shimrat'],1,['Algorithm 112: Position of point relative to polygon'],7,0,,1,0,3,n: 3,O(n),10,n: number of edges of polygon,n,,,Real RAM,words,1,n: 1,O(1),Only need to keep track of ray direction and how many polygon sides intersect with the ray,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000,1,,1000000,1,,1000000000,1,,6,,,Image Processing
Point-in-Polygon,107,2,Point-in-Polygon,Point-in-Polygon,912,,,1,1,O(a),,,[https://doi.org/10.1007/BF01934125 Nordbeck and Rystedt (Grid Method) (1967)],Nordbeck and Rystedt (Grid Method),1967,https://doi.org/10.1007/BF01934125,10.1007/BF01934125,"['Stig Nordbeck', 'Bengt Rystedt']",2,['Computer cartography point-in-polygon programs'],,,,0,0,3,n: 3,O(n),10,n: number of edges of polygon,n,https://ir.nctu.edu.tw/bitstream/11536/749/1/A1997WM15100010.pdf,0,Real RAM,words,3,n: 3,O(n),https://ir.nctu.edu.tw/bitstream/11536/749/1/A1997WM15100010.pdf,0,0,,0,,0,,0,0,,0,0,https://ir.nctu.edu.tw/bitstream/11536/749/1/A1997WM15100010.pdf,,,,,,,,,,,1000,,,,,,,,,6,,,Image Processing
Point-in-Polygon,107,2,Point-in-Polygon,Point-in-Polygon,913,,,1,1,O(nlogn),,,[https://doi.org/10.1016/0098-3004(78)90085-7 Salomon (Swath Method) (1978)],Salomon (Swath Method),1978,https://doi.org/10.1016/0098-3004(78)90085-7,10.1016/0098-3004(78)90085-7,['Kenneth B. Salomon'],1,['An efficient point-in-polygon algorithm'],,,,0,0,4,n: 4,O(n\log n),11,n: number of edges of polygon,n,,,Real RAM,words,5,n: 5,O(n^2),https://ir.nctu.edu.tw/bitstream/11536/749/1/A1997WM15100010.pdf,0,0,,0,,0,,0,0,,0,0,https://ir.nctu.edu.tw/bitstream/11536/749/1/A1997WM15100010.pdf,,,,,,,,,,,,,,,,,,,,6,,,Image Processing
Point-in-Polygon,107,2,Point-in-Polygon,Point-in-Polygon,914,,,1,1,O(n),,,[https://doi.org/10.1007/BF01934125 Nordbeck and Rystedt (Sum of area) (1967)],Nordbeck and Rystedt (Sum of area),1967,https://doi.org/10.1007/BF01934125,10.1007/BF01934125,"['Stig Nordbeck', 'Bengt Rystedt']",2,['Computer cartography point-in-polygon programs'],,,,0,0,3,n: 3,O(n),10,n: number of edges of polygon,n,,,Real RAM,words,1,n: 1,O(1),Only need to keep track of current triangle and total area sum,1,0,,0,,0,,0,0,,0,0,https://ir.nctu.edu.tw/bitstream/11536/749/1/A1997WM15100010.pdf,,,,,,,,,,,1000,,,,,,,,,6,,,Image Processing
Point-in-Polygon,107,2,Point-in-Polygon,Point-in-Polygon,915,,,1,1,O(n),,,[http://www.cs.kent.edu/~dragan/CG/CG-Book.pdf Preparata and Shamos (Wedge) (1985)],Preparata and Shamos (Wedge),1985,http://www.cs.kent.edu/~dragan/CG/CG-Book.pdf,,[],2,,,,,0,0,3,n: 3,O(n),10,n: number of edges of polygon,n,,,Real RAM,words,3,n: 3,O(n),https://ir.nctu.edu.tw/bitstream/11536/749/1/A1997WM15100010.pdf,0,0,,0,,0,,0,0,,0,0,https://ir.nctu.edu.tw/bitstream/11536/749/1/A1997WM15100010.pdf,,,,,,,,,,,1000,,,,,,,,,6,,,Image Processing
Point-in-Polygon,107,2,Point-in-Polygon,Point-in-Polygon,916,,,1,1,O(n),,,[https://doi.org/10.1080/02693798708927823 Saalfeld (Sign of offset) (1987)],Saalfeld (Sign of offset),1987,https://doi.org/10.1080/02693798708927823,10.1080/02693798708927823,['ALAN SAALFELD'],1,"[""Technical note It doesn't make me nearly as CROSS Some advantages of the point-vector representation of line segments in automated cartography""]",,,,0,0,3,n: 3,O(n),10,n: number of edges of polygon,n,,,Real RAM,words,1,n: 1,O(1),Only need to keep track of current sides (2) being looked at,1,0,,0,,0,,0,0,,0,0,https://ir.nctu.edu.tw/bitstream/11536/749/1/A1997WM15100010.pdf,,,,,,,,,,,1000,,,,,,,,,6,,,Image Processing
Point-in-Polygon,107,2,Point-in-Polygon,Point-in-Polygon,917,,,1,1,O(n),,,[http://www.cs.kent.edu/~dragan/CG/CG-Book.pdf Preparata and Shamos (Intersection sum of angle) (1985)],Preparata and Shamos (Intersection sum of angle),1985,http://www.cs.kent.edu/~dragan/CG/CG-Book.pdf,,[],2,,,,,0,0,3,n: 3,O(n),10,n: number of edges of polygon,n,,,Real RAM,words,1,n: 1,O(1),Only need to keep track of current angle and cumulative angle sum,1,0,,0,,0,,0,0,,0,0,https://ir.nctu.edu.tw/bitstream/11536/749/1/A1997WM15100010.pdf,,,,,,,,,,,1000,,,,,,,,,6,,,Image Processing
Point-in-Polygon,107,2,Point-in-Polygon,Point-in-Polygon,918,,,1,1,O(n),,,[https://doi.org/10.1007/BF01934125 Nordbeck and Rystedt (Orientation) (1967)],Nordbeck and Rystedt (Orientation),1967,https://doi.org/10.1007/BF01934125,10.1007/BF01934125,"['Stig Nordbeck', 'Bengt Rystedt']",2,['Computer cartography point-in-polygon programs'],,,,0,0,3,n: 3,O(n),10,n: number of edges of polygon,n,,,Real RAM,words,1,n: 1,O(1),Only need to keep track of current side being looked at,1,0,,0,,0,,0,0,,0,0,https://ir.nctu.edu.tw/bitstream/11536/749/1/A1997WM15100010.pdf,,,,,,,,,,,1000,,,,,,,,,6,,,Image Processing
Clock Synchronization in Distributed Systems,110,2,,Clock Synchronization in Distributed Systems,919,,0,1,1,O(n),,,[https://ieeexplore.ieee.org/document/1281624 ASP (2005)],ASP,2005,https://ieeexplore.ieee.org/document/1281624,,[],3,,1,1,,1,0,3,n: 3,O(n),10,n: number of nodes in network,n,,,Word/Real RAM (per node),words,3,n: 3,O(n) (per node),"Each node needs to keep track of O(1) information about itself, and O(1) information per neighbor for synchronization purposes",1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000,1,,1000000,1,,1000000000,1,,6,,,Operating Systems
Clock Synchronization in Distributed Systems,110,1,,Clock Synchronization in Distributed Systems,920,,0,1,1,O(n),,,[https://www.researchgate.net/publication/224306349_Clock-Sampling_Mutual_Network_Synchronization_for_Mobile_Multi-hop_Wireless_Ad_Hoc_Networks Clock-sampling mutual network synchronization (2007)],Clock-sampling mutual network synchronization,2007,https://www.researchgate.net/publication/224306349_Clock-Sampling_Mutual_Network_Synchronization_for_Mobile_Multi-hop_Wireless_Ad_Hoc_Networks,,[],2,,,,,0,0,3,n: 3,O(n),10,n: number of nodes in network,n,,,Word/Real RAM (per node),words,1,n: 1,O(1)? (per node),"Only needs to keep track of multiplicative correction $s$, its own clocks, and possibly O(1) other info",1,0,,0,,0,,0,0,,0,0,,,,,,1,9,1,99,1,999,1000,,,,,,,,,6,,,Operating Systems
Clock Synchronization in Distributed Systems,110,1,,Clock Synchronization in Distributed Systems,921,,0,1,1,O(n),,,[https://ieeexplore.ieee.org/document/4359404 MATSF (2004)],MATSF,2004,https://ieeexplore.ieee.org/document/4359404,,[],2,,,,,0,0,3,n: 3,O(n),10,n: number of nodes in network,n,,,Word/Real RAM (per node),words,3,n: 3,O(n)? (per node),"Each node needs to keep track of O(1) information about itself, and O(1) information per neighbor for synchronization purposes",1,0,,0,,0,,0,0,,0,0,,,,,,1000,,1000000,,1000000000,,1000,,,,,,,,,6,,,Operating Systems
d-Neighborhood of a String,116,2,,d-Neighborhood of a String,922,,0,1,1,"$O(f_{bin}(\sigma-1, n, d))$ where $f_{bin}(x, y, z) = sum_{i=0}^z C(y, i)*x^i$",Any distribution,(output is of that size),[http://rosalind.info/problems/ba1n/ Iterative naive (1940)],Iterative naive,1940,http://rosalind.info/problems/ba1n/,,[],0,,1,1,,1,0,8,n: 8,"O(f_{bin}(sigma-1, n, d)) where f_{bin}(x, y, z) = sum_{i=0}^z C(y, i)*x^i",,"n: length of string
d: neighborhood distance threshold
sigma: size of alphabet",n,,,Word RAM,words,3,n: 3,O(n),"Keep track of which indices the differing letters are on, along with which set of letters are replacing the letters in these indices",1,0,,0,,0,,0,0,,0,0,http://rosalind.info/problems/ba1n/,,,,,,,,,,,1000000,1,,1.00E+12,1,,1.00E+18,1,,4,,,Bioinformatics
Maximum Cut,117,0.001,Maximum Cut,Maximum Cut,923,,,1,1,O(2^V),,,[ Hadlock (1975)],Hadlock,1975,,,[],0,,1,1,,1,0,8,n: 8,O(2^n),,"n: number of vertices
m: number of edges",n,,,Word RAM,words,#VALUE!,,,,,,,0,,0,,0,0,,0,0,,,,,"V:E
3:4",,,,,,,Inf,1,,Inf,1,,Inf,1,,1,,,Combinatorics
Maximum Cut,117,2,,"Maximum Cut, Approximate",924,,,1,1,O(V)?,,,[https://rajsain.files.wordpress.com/2013/11/randomized-algorithms-motwani-and-raghavan.pdf Motwani & Raghavan (1995)],Motwani & Raghavan,1995,https://rajsain.files.wordpress.com/2013/11/randomized-algorithms-motwani-and-raghavan.pdf,,[],2,,,,,0,0,3,n: 3,O(n)?,,"n: number of vertices
m: number of edges",n,,,Word RAM,words,3,n: 3,O(n),Keeps track of current coloring/random assignment,1,0,,1,Monte Carlo,1,0.5,0,0,,0,0,,,,,,,,,,,,Inf,,,,,,,,,1,,,Combinatorics
Maximum Cut,117,2,,"Maximum Cut, Approximate",925,,,1,1,O(VE)?,,,[http://lib.ysu.am/open_books/413311.pdf Mitzenmacher & Upfal (2005)],Mitzenmacher & Upfal,2005,http://lib.ysu.am/open_books/413311.pdf,,[],2,,,,,0,0,6,"m: 3,
n: 6",O(mn)?,,"n: number of vertices
m: number of edges",n,,,Word RAM,words,3,n: 3,O(n),Keeps track of current coloring/assignment,1,0,,0,,1,0.5,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
Maximum Cut,117,2,,"Maximum Cut, Approximate",926,,,1,1,O(V^2)?,,,"[https://doc.lagout.org/science/0_Computer%20Science/2_Algorithms/Handbook%20of%20Approximation%20Algorithms%20and%20Metaheuristics%20%5BGonzalez%202007-01-05%5D.pdf Khuller; Raghavachari & Young, ""Greedy Methods"" (2007)]","Khuller; Raghavachari & Young, ""Greedy Methods""",2007,https://doc.lagout.org/science/0_Computer%20Science/2_Algorithms/Handbook%20of%20Approximation%20Algorithms%20and%20Metaheuristics%20%5BGonzalez%202007-01-05%5D.pdf,,[],1,,,,,1,2->3,5,n: 5,O(n^2)?,,"n: number of vertices
m: number of edges",n,,,Word RAM,words,3,n: 3,O(n),Keeps track of current coloring/assignment,1,0,,0,,1,0.5,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
Maximum Cut,117,1,,"Maximum Cut, Approximate",927,,,1,1,O(V^3 logE),,,[https://link.springer.com/content/pdf/10.1007/978-3-642-58412-1.pdf?pdf=button Ausiello et al. (2003)],Ausiello et al.,2003,https://link.springer.com/content/pdf/10.1007/978-3-642-58412-1.pdf?pdf=button,,[],6,,,,,1,1->2,6.01,n: 6.01,O(n^3 \log m),,"n: number of vertices
m: number of edges",n,,,Word RAM,words,5,n: 5,O(n^2)?,Each vertex keeps track of O(V)-sized vector. assuming this is the goemans-williamson algorithm,1,0,,0,,1,~0.878; assuming this is the goemans-williamson algorithm,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
Maximum Cut,117,0.001,,"Maximum Cut, Approximate",928,,,1,1,O(VE),,,[https://pubsonline.informs.org/doi/epdf/10.1287/ijoc.2017.0798 Dunning; Gupta & Silberholz (2018)],Dunning; Gupta & Silberholz,2018,https://pubsonline.informs.org/doi/epdf/10.1287/ijoc.2017.0798,10.1287/ijoc.2017.0798,"['Iain Dunning', 'Swati Gupta', 'John Silberholz']",3,['What Works Best When? A Systematic Evaluation of Heuristics for Max-Cut and QUBO'],1,1,https://pubsonline.informs.org/doi/pdf/10.1287/ijoc.2017.0798,1,3->4,6,"m: 3,
n: 6",O(mn),,"n: number of vertices
m: number of edges",n,,,Word RAM,words,#VALUE!,,,,,,,0,,0,,0,0,,0,0,,,,,,,,,,,,244897.9592,Inf,,2.45E+11,Inf,,2.45E+17,Inf,,1,,,Combinatorics
Wiener Index,118,1,,Minimum Wiener Connector problem,929,,,1,1,O(q(m*log(n)+n*log^2(n))),,,[https://arxiv.org/abs/1504.00513 Ruchansky (2015)],Ruchansky,2015,https://arxiv.org/abs/1504.00513,10.1145/2723372.2749449,"['Natali Ruchansky', 'Francesco Bonchi', 'David Garc√≠a-Soriano', 'Francesco Gullo', 'Nicolas Kourtellis']",5,['The Minimum Wiener Connector Problem'],1,1,https://arxiv.org/pdf/1504.00513.pdf,1,0,5.01,n: 5.01,O(q(m*log(n)+n*log^2(n))),,"n: number of vertices
m: number of edges
q: number of query vertices",n,,,Word RAM,words,5,"n: 5,
q: 3,
m: 4",O(q(m+n*log(n))?,"Keeps track of $O(qm)$ shortest-path distances and $O(q*log(n))$ approximate Steiner trees, each of size $O(n)$",1,0,,0,,1,O(1),0,0,,0,0,https://en.wikipedia.org/wiki/Wiener_connector,,,,,,,,,,,Inf,1,,Inf,1,,Inf,1,,1,,,Combinatorics
Determinant of Matrices with Integer Entries,119,2,,Determinant of Matrices with Integer Entries,930,,,1,1,O(n^5L^2 (log(n)^2 + L^2)),Any distribution of values?,(behavior same across all inputs),[https://www.ams.org/journals/mcom/1968-22-103/S0025-5718-1968-0226829-0/S0025-5718-1968-0226829-0.pdf Bareiss algorithm (1968)],Bareiss algorithm,1968,https://www.ams.org/journals/mcom/1968-22-103/S0025-5718-1968-0226829-0/S0025-5718-1968-0226829-0.pdf,,[],1,,,,,1,0,5.52,"n: 7,
L: 7,
n^2: 5.52",O(n^5 L^2 (\log(n)^2 + L^2)),,"n: dimension of matrix
L: maximum length (in bits) of any entry",n^2,,,Word RAM? (without O(1) multiplication),bits,4.51,"n: 6,
L: 3,
n^2: 4.51",O(n^2(n*log(n)+nL)),Keeps track of $O(n^2)$ entries that have absolute value at most $O(n^{(n/2)}2^{(nL)})$,1,0,,0,,0,,0,0,,0,0,https://en.wikipedia.org/wiki/Bareiss_algorithm,,,,,,,,,,,6.28E+20,1,,2.80E+42,1,,6.52E+63,1,,2,,,Numerical Analysis
Determinant of Matrices with Integer Entries,119,2,,Determinant of Matrices with Integer Entries,931,,,1,1,O(n^4L(log(n) + L)log(log(n) + L)),Any distribution of values?,(behavior same across all inputs),[- Bareiss algorithm with fast multiplication (1968)],Bareiss algorithm with fast multiplication,1968,-,,[],0,,,,,1,0,5.011,"n: 7,
L: 5.01,
n^2: 5.011",O(n^4 L (\log(n) + L) \log(\log(n) + L)),,"n: dimension of matrix
L: maximum length (in bits) of any entry",n^2,,,Word RAM? (without O(1) multiplication),bits,4.51,"n: 6,
L: 3,
n^2: 4.51",O(n^2(n*log(n)+nL)),Keeps track of $O(n^2)$ entries that have absolute value at most $O(n^{(n/2)}2^{(nL)})$,1,0,,0,,0,,0,0,,0,0,https://en.wikipedia.org/wiki/Bareiss_algorithm,,,,,,,,,,,1.01E+14,6238821.104,,1.33E+29,2.11E+13,,1.52E+44,4.30E+19,,2,,,Numerical Analysis
Integer Relation,120,2,Integer Relation,Integer Relation,932,,,1,1,O(n^3),,,[https://www.ams.org/journals/bull/1979-01-06/S0273-0979-1979-14691-3/S0273-0979-1979-14691-3.pdf Ferguson–Forcade algorithm (1979)],Ferguson–Forcade algorithm,1979,https://www.ams.org/journals/bull/1979-01-06/S0273-0979-1979-14691-3/S0273-0979-1979-14691-3.pdf,,[],2,,,,,1,0,6,n: 6,O(n^3),30,n: number of real numbers to find integer relation for,n,,,Word RAM,words,5,n: 5,O(n^2),Derived: Uses auxiliary $n\times n$ matrices,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000000000,1,,1.00E+18,1,,1.00E+27,1,,3,,,Numerical Analysis
Integer Relation,120,2,Integer Relation,Integer Relation,933,Lattice-based,,1,1,O(n^4),,,[https://www.math.leidenuniv.nl/~hwl/PUBLICATIONS/1982f/art.pdf LLL algorithm (1982)],LLL algorithm,1982,https://www.math.leidenuniv.nl/~hwl/PUBLICATIONS/1982f/art.pdf,,[],3,,,,,0,0,7,n: 7,O(n^4),40,n: number of real numbers to find integer relation for,n,https://www.math.leidenuniv.nl/~hwl/PUBLICATIONS/1982f/art.pdf,0,Word RAM,words,5,n: 5,O(n^2),"Derived: Uses n auxiliary vectors each of length n, as well as an nxn matrix",1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000000000,,,,,,,,,3,,,Numerical Analysis
Integer Relation,120,2,Integer Relation,Integer Relation,934,Partial Sum of Squares,,1,1,O(n^3),,,[https://www.ams.org/journals/mcom/1989-53-188/S0025-5718-1989-0979934-9/S0025-5718-1989-0979934-9.pdf PSOS algorithm (1988)],PSOS algorithm,1988,https://www.ams.org/journals/mcom/1989-53-188/S0025-5718-1989-0979934-9/S0025-5718-1989-0979934-9.pdf,,[],2,,,,,0,0,6,n: 6,O(n^3),30,n: number of real numbers to find integer relation for,n,,,Word RAM,words,5,n: 5,O(n^2),Derived: Uses multiple nxn auxiliary matrices,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000000000,,,,,,,,,3,,,Numerical Analysis
Integer Relation,120,2,Integer Relation,Integer Relation,935,Partial Sum of Squares using QR decomposition,,1,1,O(n^3),,,[https://www.ams.org/journals/mcom/1999-68-225/S0025-5718-99-00995-3/S0025-5718-99-00995-3.pdf PSLQ algorithm (1992)],PSLQ algorithm,1992,https://www.ams.org/journals/mcom/1999-68-225/S0025-5718-99-00995-3/S0025-5718-99-00995-3.pdf,,[],3,,,,,0,0,6,n: 6,O(n^3),30,n: number of real numbers to find integer relation for,n,,,Word RAM,words,5,n: 5,O(n^2),Derived: Uses multiple nxn auxiliary matrices,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000000000,,,,,,,,,3,,,Numerical Analysis
Sequence-to-Graph Alignment,122,1,,Sequence-to-Graph Alignment,936,,,1,1,O(m(|V | log |V | + |E|)),,,[https://link.springer.com/chapter/10.1007/3-540-63307-3_56 Amir et al. (1997)],Amir et al.,1997,https://link.springer.com/chapter/10.1007/3-540-63307-3_56,10.1007/3-540-63307-3_56,"['Amihood Amir', 'Moshe Lewenstein', 'Noa Lewenstein']",3,['Pattern matching in hypertext'],1,0,https://reader.elsevier.com/reader/sd/pii/S0196677499910635?token=B149D19F22DC42C8DCC1DFAA76A22B88E61FC2018BF3ED1937F7C5951F9BD810C4726C3153D36F697AE499721F3422A1,1,0,6,"V: 6,
E: 3,
m: 3,
N: 6",O(m(n \log m + E)),,"V: number of vertices in original hypertext graph
E: number of edges in original hypertext graph
m: length of pattern
n: number of vertices in converted graph (total text size)
e: number of edges in converted graph",N,,,Word RAM,words,6,"m: 3,
n: 6,
N: 6",O(mn),https://www.sciencedirect.com/science/article/pii/S0304397599003333,0,0,,0,,0,,0,0,,0,0,https://www.biorxiv.org/content/10.1101/522912v1.full.pdf,,,,"V:E
2:3
m = 300",120000,,120000000,,1.20E+11,,1217262.743,1,,2413156857,1,,3.61E+12,1,,3,,,Combinatorics
Sequence-to-Graph Alignment,122,1,,Sequence-to-Graph Alignment,937,,,1,1,O(m(|V | + |E|)) ,,,[https://www.sciencedirect.com/science/article/pii/S0304397599003333 Navarro (2000)],Navarro,2000,https://www.sciencedirect.com/science/article/pii/S0304397599003333,,[],1,,3,1,https://reader.elsevier.com/reader/sd/pii/S0304397599003333?token=C0E6BDF7BA98CD5C338EDB86675CB3A29AF44F5B046E169EE0F115788255757C815F0F0307EAF080CDF9A9DE7AA37764,1,3->4,5,"V: 5,
E: 3,
m: 3,
N: 5",O(n(V + E)) ,,"total text size $n$, vertices $V$, edges $E$",N,,,Word RAM,words,3,"V: 3,
N: 3",O(V),https://www.sciencedirect.com/science/article/pii/S0304397599003333,0,1,,0,,0,,0,0,,0,0,https://www.biorxiv.org/content/10.1101/522912v1.full.pdf,,,,,400,5.694329501,400000,5.694329501,400000000,5.694329501,300000,4.057542476,0.594976756,300000000,8.04385619,1.003648024,3.00E+11,12.0301699,1.291345542,3,,,Combinatorics
Sequence-to-Graph Alignment,122,2,,Sequence-to-Graph Alignment,938,,,1,1,O(m(|V | log(m|V |) + |E|)),,,[https://www.ncbi.nlm.nih.gov/pubmed/26589280 HybridSpades (2015)],HybridSpades,2015,https://www.ncbi.nlm.nih.gov/pubmed/26589280,10.1093/bioinformatics/btv688,"['Dmitry Antipov', 'Anton Korobeynikov', 'Jeffrey S. McLean', 'Pavel A. Pevzner']",4,['<scp>hybrid</scp>SPA<scp>des</scp>: an algorithm for hybrid assembly of short and long reads'],,,,0,0,7,"V: 7,
E: 3,
m: 4,
N: 7",O(m(V \log(mV) + E)),,"string length $m$, vertices V, edges E",N,,,Word RAM,words,7,"m: 3,
V: 7,
E: 3,
N: 7",O(m*(V+E)),,1,0,,0,,0,,0,0,,0,0,https://www.biorxiv.org/content/10.1101/522912v1.full.pdf,,,,,,,,,,,,,,,,,,,,3,,,Combinatorics
Sequence-to-Graph Alignment,122,2,,Sequence-to-Graph Alignment,939,Dynamic Programming,,1,1,O(mVE) ,,,[https://www.biorxiv.org/content/10.1101/124941v1.full V-ALIGN (2018)],V-ALIGN,2018,https://www.biorxiv.org/content/10.1101/124941v1.full,,[],4,,,,,0,0,6,"V: 6,
E: 3,
m: 3,
N: 6",O(mVE) ,,"m: length of input sequence
V: number of vertices
E: number of edges",N,https://www.biorxiv.org/content/10.1101/124941v1.full,0,Word RAM,words,3,"V: 3,
m: 3,
N: 3",O(mV),https://www.biorxiv.org/content/10.1101/124941v1.full,0,1,,0,,0,,0,0,,0,0,https://www.biorxiv.org/content/10.1101/522912v1.full.pdf,,,,,,,,,,,,,,,,,,,,3,,,Combinatorics
Sequence-to-Graph Alignment,122,2,,Sequence-to-Graph Alignment,940,,,1,1,O(V+ mE),,,[https://www.biorxiv.org/content/10.1101/216127v1 Rautiainen and Marschall (2017)],Rautiainen and Marschall,2017,https://www.biorxiv.org/content/10.1101/216127v1,,[],2,,,,,0,0,5,"V: 5,
E: 3,
m: 3,
N: 5",O(V+ mE),,"m: length of input sequence
V: number of vertices
E: number of edges",N,https://www.biorxiv.org/content/10.1101/216127v1,0,Word RAM,words,3,"V: 3,
m: 2.5,
N: 3",$O(\sqrt(m)V)$,https://www.biorxiv.org/content/10.1101/216127v1,0,1,,0,,0,,0,0,,0,0,https://www.biorxiv.org/content/10.1101/522912v1.full.pdf,,,,,,,,,,,,,,,,,,,,3,,,Combinatorics
Sequence-to-Graph Alignment,122,2,,Sequence-to-Graph Alignment,941,,,1,1,O(V+ mE),,,"[https://www.biorxiv.org/content/10.1101/522912v1.full.pdf Jain, Chang (2019)]","Jain, Chang",2019,https://www.biorxiv.org/content/10.1101/522912v1.full.pdf,,[],4,,,,,0,0,5,"V: 5,
E: 3,
m: 3,
N: 5",O(V+ mE),,"m: length of input sequence
V: number of vertices
E: number of edges",N,https://www.biorxiv.org/content/10.1101/522912v1.full.pdf,0,Word RAM,words,3,"V: 3,
N: 3",O(V),https://www.biorxiv.org/content/10.1101/522912v1.full.pdf,0,1,,0,,0,,0,0,,0,0,https://www.biorxiv.org/content/10.1101/522912v1.full.pdf,,,,,,,,,,,,,,,,,,,,3,,,Combinatorics
Sequence-to-Graph Alignment,122,2,,Sequence-to-Graph Alignment,942,,,1,1,O(V + mE),,,"[https://www.ncbi.nlm.nih.gov/pubmed/30851095 Rautiainen, Marschall (2019)]","Rautiainen, Marschall",2019,https://www.ncbi.nlm.nih.gov/pubmed/30851095,,[],3,,,,,0,0,5,"V: 5,
E: 3,
m: 3,
N: 5",O(V + mE),,"m: length of input sequence
V: number of vertices
E: number of edges",N,https://www.ncbi.nlm.nih.gov/pubmed/30851095,0,Word RAM,words,3,"V: 3,
m: 3,
N: 3",O(mV),"Derived: algorithm uses a V-sized array of bitvectors each of which is of length m, and also uses a priority queue which has at most V elements. The precomputed pattern bitvectors also takes up O(V * m) space.",1,0,,0,,0,,0,1,,0,0,,,,,,,,,,,,,,,,,,,,,3,,,Combinatorics
Logarithm Calculations,123,2,Discrete Logarithm Over Finite Fields,Discrete Logarithm Over Finite Fields,943,,,1,1,O(2^n),,,[NA Trial Multiplication (1940)],Trial Multiplication,1940,NA,,[],0,,,,,0,0,8,n: 8,O(2^n),,n: number of digits/bits in the order of the finite group,n,,,Word RAM,words,1,n: 1,$O(1)$,"Derived: Each power $k$ that you try in the brute force search is size $O(\log n)$, which is $O(1)$ when considering $O(\log n)$ size words. Only need to keep track of one at a time.",1,0,,0,,0,,0,0,,0,0,https://en.wikipedia.org/wiki/Discrete_logarithm#Algorithms,,,,,1,,1,,1,,Inf,,,,,,,,,1,,,Statistics
