 ,Family Name,"Looked at? (0 - no, 0.001 - briefly but seems to have issues, 1 - partially, 2 - [mostly] yes)",Subproblem (currently only for Parallel Algos),Variation,Algo ID,Algorithm Description,Final Call,Exact Problem Statement?,Exact?,Time Complexity (Average),Average Case Distribution,Reference?,Citation,Algorithm Name,Year,Paper/Reference Link,Constants,Derived?,Paper Reference for Constants,Time Complexity Improvement?,Transition Class,Time Complexity Class,Time Complexity (Worst Only),Time Encoding,Parameter definitions,Time Complexity Reference,Derived Time Complexity?,Computational Model,Unit of Space,Space Complexity (Auxiliary),Space Complexity Class,Space Complexity Reference,Derived Space Complexity?,Interesting Space Complexity?,Randomized?,"Type of Randomized Algorithm (e.g. Las Vegas, Monte Carlo, Atlantic City)",Approximate?,Approximation Factor (if approximate algorithm),Heuristic-based?,Parallel?,"# of
Processors",Quantum?,GPU-based?,Other References,Problem Statement,"Algorithm family
parameters",Description of Inputs,Ratios of input parameter sizes,n = 1000 value,n = 1000 scale,n = 10^6 value,n = 10^6 scale,n = 10^9 value,n = 10^9 scale,Starting Complexity,Remarks,Papers for ratio evaluations,Domains,,,,,,,,,,,,,,,,,,,,,,
40,Maximum-weight matching,1,,"bipartite (i.e. assignment), general",1161,,,1,1,O(n*(SP+)) where (SP+) denotes the time for one SSSP computation on a nonnegatively weighted graph. Initially O(n^3),,,[https://dl.acm.org/doi/10.1145/321694.321699 Edmonds-Karp (1972)],Edmonds-Karp,1972,https://dl.acm.org/doi/10.1145/321694.321699,,,,,,,$O(n*(SP+))$ where $(SP+)$ denotes the time for one SSSP computation on a nonnegatively weighted graph. Initially $O(n^3)$,,n: number of vertices,,,Word RAM,words,O(n^2),n: 5,"Keeps track of current flow, which is of size O(n^2), and an O(n)-sized labeling function. SSSP computation has time bounded by O(n^2) and thus should use O(n^2) space at most",,,0,,0,,0,0,,0,0,,"In computer science, the maximum weight matching problem is the problem of finding, in a weighted graph, a matching in which the sum of weights is maximized.",,,,,,,,,,,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
40,Maximum-weight matching,1,,"bipartite (i.e. assignment), general",1162,,,1,1,O(mn*log(n)/log(2+m/n)),,,[https://www.sciencedirect.com/science/article/pii/0020019075900010 Johnson (Edmonds-Karp-based) (1975)],Johnson (Edmonds-Karp-based),1975,https://www.sciencedirect.com/science/article/pii/0020019075900010,,,,,,,O(mn*log(n)/log(2+m/n)),,n: number of vertices,,,Word RAM,words,O(n^2),n: 5,^see above,,,0,,0,,0,0,,0,0,,"In computer science, the maximum weight matching problem is the problem of finding, in a weighted graph, a matching in which the sum of weights is maximized.",,,,,,,,,,,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
40,Maximum-weight matching,1,,"bipartite (i.e. assignment), general",1163,,,1,1,O(mn+n^2log(n)),,,[https://dl.acm.org/doi/10.1145/28869.28874 Fredman-Tarjan (Edmonds-Karp-based) (1984)],Fredman-Tarjan (Edmonds-Karp-based),1984,https://dl.acm.org/doi/10.1145/28869.28874,,,,,,,O(mn+n^2log(n)),,n: number of vertices,,,Word RAM,words,O(n^2),n: 5,^see above,,,0,,0,,0,0,,0,0,,"In computer science, the maximum weight matching problem is the problem of finding, in a weighted graph, a matching in which the sum of weights is maximized.",,,,,,,,,,,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
40,Maximum-weight matching,1,,general,1164,,,1,1,O(n^3),,,[https://www.proquest.com/docview/287948024?pq-origsite=gscholar&fromopenview=true Gabow (1974)],Gabow,1974,https://www.proquest.com/docview/287948024?pq-origsite=gscholar&fromopenview=true,,,,,,,O(n^3),,"n: number of vertices
m: number of edges",,,Word RAM,words,,,,,,0,,0,,0,0,,0,0,,"In computer science, the maximum weight matching problem is the problem of finding, in a weighted graph, a matching in which the sum of weights is maximized.",,,,,,,,,,,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
40,Maximum-weight matching,1,,general,1165,,,1,1,O(mn*log(n)),,,"[https://www.proquest.com/docview/919855909?pq-origsite=gscholar&fromopenview=true Galil, Micali, Gabow (1982)]","Galil, Micali, Gabow",1982,https://www.proquest.com/docview/919855909?pq-origsite=gscholar&fromopenview=true,,,,,,,O(mn*log(n)),,"n: number of vertices
m: number of edges",,,Word RAM,words,,,,,,0,,0,,0,0,,0,0,,"In computer science, the maximum weight matching problem is the problem of finding, in a weighted graph, a matching in which the sum of weights is maximized.",,,,,,,,,,,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
40,Maximum-weight matching,1,,general,1166,,,1,1,O(mn*log(log(log(n)/log(2+m/n))) + n^2*log(n)),,,"[https://ieeexplore.ieee.org/abstract/document/715935 Gabow, Galil, Spencer (1989)]","Gabow, Galil, Spencer",1989,https://ieeexplore.ieee.org/abstract/document/715935,,,,,,,O(mn*log(log(log(n)/log(2+m/n))) + n^2*log(n)),,"n: number of vertices
m: number of edges",,,Word RAM,words,,,,,,0,,0,,0,0,,0,0,,"In computer science, the maximum weight matching problem is the problem of finding, in a weighted graph, a matching in which the sum of weights is maximized.",,,,,,,,,,,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
40,Maximum-weight matching,1,,general,1167,,,1,1,O(mn+n^2log(n)),,,[https://dl.acm.org/doi/10.5555/320176.320229 Gabow (1990)],Gabow,1990,https://dl.acm.org/doi/10.5555/320176.320229,,,,,,,O(mn+n^2log(n)),,"n: number of vertices
m: number of edges",,,Word RAM,words,O(m),"n: 5,
m: 3",https://dl.acm.org/doi/10.5555/320176.320229,,,0,,0,,0,0,,0,0,,"In computer science, the maximum weight matching problem is the problem of finding, in a weighted graph, a matching in which the sum of weights is maximized.",,,,,,,,,,,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
48,Root Computation,1,General Root Computation,General Root Computation,1168,,0,1,1,(order of convergence ~ 1.442),,,[https://link.springer.com/article/10.1007/BF01934364 Illinois Algorithm (1971)],Illinois Algorithm,1971,https://link.springer.com/article/10.1007/BF01934364,,,,,,,O(n_max),,"epsilon: (additive) tolerance error
a, b: endpoint values, with b>a
n_max: maximum number of iterations",,,Word/Real RAM,words,O(1),,"Store current endpoint values; iterations take O(1) time and thus O(1) space, and space can be re-used across iterations",,,0,,1,"epsilon, additive",0,0,,0,0,https://en.wikipedia.org/wiki/Regula_falsi,,,,,,,,,,,6,,,Numerical Analysis,,,,,,,,,,,,,,,,,,,,,,
48,Root Computation,1,General Root Computation,General Root Computation,1169,,0,1,1,?,,,[https://link.springer.com/article/10.1007/BF01951936 Anderson–Björck algorithm (1973)],Anderson–Björck algorithm,1973,https://link.springer.com/article/10.1007/BF01951936,,,,,,,O(n_max),,"epsilon: (additive) tolerance error
a, b: endpoint values, with b>a
n_max: maximum number of iterations",,,Word/Real RAM,words,O(1),,"Store current endpoint values; iterations take O(1) time and thus O(1) space, and space can be re-used across iterations",,,0,,1,"epsilon, additive",0,0,,0,0,https://en.wikipedia.org/wiki/Regula_falsi,,,,,,,,,,,6,,,Numerical Analysis,,,,,,,,,,,,,,,,,,,,,,
48,Root Computation,1,General Root Computation,General Root Computation,1170,,0,1,1,(order of convergence = sqrt(k_2) under certain conditions),,,[- ITP Method (1940?)],ITP Method,1940?,-,,,,,,,O(n_0+log((b-a)/epsilon)),,"epsilon: (additive) tolerance error
a, b: endpoint values, with b>a
k_1, k_2: truncation parameters; requires k_1>0 and k_2 in [1, 1+phi)
n_0: projection parameter; requires n_0 >= 0",,,Word/Real RAM,words,O(1),,"Store current endpoint values; iterations take O(1) time and thus O(1) space, and space can be re-used across iterations",,,0,,1,"epsilon, additive",0,0,,0,0,https://en.wikipedia.org/wiki/ITP_method,,,,,,,,,,,6,,,Numerical Analysis,,,,,,,,,,,,,,,,,,,,,,
48,Root Computation,1,,Root Computation with continuous derivatives (up to d),1171,,0,1,1,(order of convergence = d+1),,,[- Householder's Method (1940(?))],Householder's Method,1940(?),-,,,,0,0,,O(d*n_max)?,,"epsilon: (additive) tolerance error
d: number of derivatives being used
n_max: maximum number of iterations",,,Word/Real RAM,words,O(d),,"Store current estimate x_i and the derivatives f' through f^{(d)} (assuming these take O(1) space each); iterations take O(1) time and thus O(1) space, and space can be re-used across iterations",,,0,,1,"epsilon, additive",0,0,,0,0,https://en.wikipedia.org/wiki/Halley%27s_method,,,,,1000,,,,,,6,,,Numerical Analysis,,,,,,,,,,,,,,,,,,,,,,
48,Root Computation,1,General Root Computation,General Root Computation,1172,,0,1,1,"(order of convergence = 2, but under very specific conditions)",,,[ Steffensen's method (1940(?))],Steffensen's method,1940(?),,,,,0,0,,O(n_max),,"epsilon: (additive) tolerance error
n_max: maximum number of iterations",,,Word/Real RAM,words,O(1),,"Store previous estimate x_i; iterations take O(1) time and thus O(1) space, and space can be re-used across iterations",,,0,,1,"epsilon, additive",0,0,,0,0,https://en.wikipedia.org/wiki/Steffensen%27s_method,,,,,1000000,,,,,,6,,,Numerical Analysis,,,,,,,,,,,,,,,,,,,,,,
48,Root Computation,1,General Root Computation,General Root Computation,1173,,0,1,1,(order of convergence ~ 1.84),,,[ Inverse quadratic interpolation (1940(?))],Inverse quadratic interpolation,1940(?),,,,,0,0,,O(n_max),,"epsilon: (additive) tolerance error
n_max: maximum number of iterations",,,Word/Real RAM,words,O(1),,"Store previous 3 estimates x_i, x_{i-1}, and x_{i-2} along with function values f_i, f_{i-1}, f_{i-2}; iterations take O(1) time and thus O(1) space, and space can be re-used across iterations",,,0,,1,"epsilon, additive",0,0,,0,0,https://en.wikipedia.org/wiki/Inverse_quadratic_interpolation,,,,,1000000,,,,,,6,,,Numerical Analysis,,,,,,,,,,,,,,,,,,,,,,
48,Root Computation,1,General Root Computation,General Root Computation,1174,,0,1,1,,,,[https://books.google.com/books?vid=ISBN0130223352 Brent-Dekker Method (1973)],Brent-Dekker Method,1973,https://books.google.com/books?vid=ISBN0130223352,,,,0,0,,O(n_max),,"epsilon: (additive) tolerance error
n_max: maximum number of iterations",,,Word/Real RAM,words,O(1),,"Store previous 3 estimates x_i, x_{i-1}, and x_{i-2} along with function values f_i, f_{i-1}, f_{i-2}; iterations take O(1) time and thus O(1) space, and space can be re-used across iterations",,,0,,1,"epsilon, additive",0,0,,0,0,https://en.wikipedia.org/wiki/Brent%27s_method,,,,,1000000,,,,,,6,,,Numerical Analysis,,,,,,,,,,,,,,,,,,,,,,
58,Lowest Common Ancestor,1,Lowest Common Ancestor,Off-Line Lowest Common Ancestor,1175,,,1,1,"O(n+ m*alpha(m + n, n)) where alpha is the inverse Ackermann function",,,"[https://dl.acm.org/doi/pdf/10.1145/800125.804056 Aho, Hopcroft, and Ullman [Offline] (1976)]","Aho, Hopcroft, and Ullman [Offline]",1976,https://dl.acm.org/doi/pdf/10.1145/800125.804056,,,,,,,"O(n+ m*alpha(m + n, n)) where alpha is the inverse Ackermann function",,"n: number of vertices
m: number of total number of operations (queries, links, and cuts)",,,Word RAM,words,O(n),n: 3,https://www.cs.bgu.ac.il/~segal/PAPERS2/tarj.pdf,,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
58,Lowest Common Ancestor,1,Lowest Common Ancestor,Lowest Common Ancestor with Static Trees,1176,,,1,1,O((m+n)*log(log(n))),,,"[https://dl.acm.org/doi/pdf/10.1145/800125.804056 Aho, Hopcroft, and Ullman [Static Trees] (1976)]","Aho, Hopcroft, and Ullman [Static Trees]",1976,https://dl.acm.org/doi/pdf/10.1145/800125.804056,,,,,,,O((m+n)*log(log(n))),,"n: number of vertices
m: number of total number of operations (queries, links, and cuts)",,,Word RAM,words,O(n*log(log(n))),n: 4,https://www.cs.bgu.ac.il/~segal/PAPERS2/tarj.pdf,,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
58,Lowest Common Ancestor,1,,Lowest Common Ancestor with Linking,1177,,,1,1,O((m+n)*log(n)),,,"[https://dl.acm.org/doi/pdf/10.1145/800125.804056 Aho, Hopcroft, and Ullman [Linking] (1976)]","Aho, Hopcroft, and Ullman [Linking]",1976,https://dl.acm.org/doi/pdf/10.1145/800125.804056,,,,,,,O((m+n)*log(n)),,"n: number of vertices
m: number of total number of operations (queries, links, and cuts)",,,Word RAM,words,O(n*log(n)),n: 4,https://www.cs.bgu.ac.il/~segal/PAPERS2/tarj.pdf,,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
58,Lowest Common Ancestor,1,Lowest Common Ancestor,Lowest Common Ancestor with Static Trees,1178,,,1,1,O(n+m*log(log(n))),,,[[Unpublished report] Modified van Leeuwen [Static Trees] (1976)],Modified van Leeuwen [Static Trees],1976,[Unpublished report],,,,,,,O(n+m*log(log(n))),,"n: number of vertices
m: number of total number of operations (queries, links, and cuts)",,,Word RAM,words,O(n),n: 3,https://www.cs.bgu.ac.il/~segal/PAPERS2/tarj.pdf,,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
58,Lowest Common Ancestor,1,,Lowest Common Ancestor with Linking Roots,1179,,,1,1,O(n+m*log(log(n))),,,[[Unpublished report] Modified van Leeuwen [Linking Roots] (1976)],Modified van Leeuwen [Linking Roots],1976,[Unpublished report],,,,,,,O(n+m*log(log(n))),,"n: number of vertices
m: number of total number of operations (queries, links, and cuts)",,,Word RAM,words,O(n),n: 3,https://www.cs.bgu.ac.il/~segal/PAPERS2/tarj.pdf,,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
58,Lowest Common Ancestor,1,,Lowest Common Ancestor with Linking,1180,,,1,1,O(n+m*log(n)),,,[https://www.sciencedirect.com/science/article/pii/0022000083900065 Sleator and Tarjan [Linking] (1983)],Sleator and Tarjan [Linking],1983,https://www.sciencedirect.com/science/article/pii/0022000083900065,,,,,,,O(n+m*log(n)),,"n: number of vertices
m: number of total number of operations (queries, links, and cuts)",,,Word RAM,words,O(n),n: 3,https://www.cs.bgu.ac.il/~segal/PAPERS2/tarj.pdf,,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
58,Lowest Common Ancestor,1,,Lowest Common Ancestor with Linking and Cutting,1181,,,1,1,O(n+m*log(n)),,,[https://www.sciencedirect.com/science/article/pii/0022000083900065 Sleator and Tarjan [Linking and Cutting] (1983)],Sleator and Tarjan [Linking and Cutting],1983,https://www.sciencedirect.com/science/article/pii/0022000083900065,,,,,,,O(n+m*log(n)),,"n: number of vertices
m: number of total number of operations (queries, links, and cuts)",,,Word RAM,words,O(n),n: 3,https://www.cs.bgu.ac.il/~segal/PAPERS2/tarj.pdf,,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
58,Lowest Common Ancestor,2,Lowest Common Ancestor,Lowest Common Ancestor with Static Trees,1182,,,1,1,O(n+m),Any distribution of values?,(need to read entire input + all queries),"[https://www.semanticscholar.org/paper/Fast-Algorithms-for-Finding-Nearest-Common-Harel-Tarjan/8867d059dda279b1aed4a0301e4e46f9daf65174 Harel, Tarjan [Static Trees] (1984)]","Harel, Tarjan [Static Trees]",1984,https://www.semanticscholar.org/paper/Fast-Algorithms-for-Finding-Nearest-Common-Harel-Tarjan/8867d059dda279b1aed4a0301e4e46f9daf65174,2,1,,1,0,,O(n+m),,"n: number of vertices
m: number of total number of operations (queries, links, and cuts)",,,Word RAM,words,O(n),n: 3,https://www.cs.bgu.ac.il/~segal/PAPERS2/tarj.pdf,,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
58,Lowest Common Ancestor,1,,Lowest Common Ancestor with Linking Roots,1183,,,1,1,"O(n+ m*alpha(m + n, n)) where alpha is the inverse Ackermann function",,,"[https://www.semanticscholar.org/paper/Fast-Algorithms-for-Finding-Nearest-Common-Harel-Tarjan/8867d059dda279b1aed4a0301e4e46f9daf65174 Harel, Tarjan [Linking Roots] (1984)]","Harel, Tarjan [Linking Roots]",1984,https://www.semanticscholar.org/paper/Fast-Algorithms-for-Finding-Nearest-Common-Harel-Tarjan/8867d059dda279b1aed4a0301e4e46f9daf65174,2,1,,1,0,,"O(n+ m*alpha(m + n, n)) where alpha is the inverse Ackermann function",,"n: number of vertices
m: number of total number of operations (queries, links, and cuts)",,,Word RAM,words,O(n),n: 3,https://www.cs.bgu.ac.il/~segal/PAPERS2/tarj.pdf,,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
58,Lowest Common Ancestor,1,Lowest Common Ancestor,Lowest Common Ancestor with Static Trees,1184,,,1,1,O(m+log(n)),,,[https://epubs.siam.org/doi/abs/10.1137/0217079?journalCode=smjcat Schieber; Vishkin [Parallel] (1988)],Schieber; Vishkin [Parallel],1988,https://epubs.siam.org/doi/abs/10.1137/0217079?journalCode=smjcat,,,,0,0,,O(m+log(n)),,"n: number of vertices
m: number of total number of operations (queries, links, and cuts)",,,EREW PRAM,words,O(n) total (auxiliary?),n: 3,https://www.proquest.com/docview/919780720?pq-origsite=gscholar&fromopenview=true,,,0,,0,,0,1,O(n/log n),0,0,,,,,,,,,,,,,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
58,Lowest Common Ancestor,2,Lowest Common Ancestor,Lowest Common Ancestor with Static Trees,1185,,,1,1,O(m+n),Any distribution of values?,(need to read entire input + all queries),"[https://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.64.5439 Fischer, Heun (2006)]","Fischer, Heun",2006,https://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.64.5439,,,,0,0,,O(m+n),,"n: number of vertices
m: number of total number of operations (queries, links, and cuts)",,,Word RAM,words,O(n),n: 3,https://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.64.5439,,,0,,0,,0,1,O(n/log n),0,0,,,,,,,,,,,,,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
58,Lowest Common Ancestor,1,Lowest Common Ancestor,Lowest Common Ancestor with Static Trees,1186,,,1,1,O(m*log(h)),,,[https://www.schoolofhaskell.com/user/edwardk/online-lca Kmett (2015)],Kmett,2015,https://www.schoolofhaskell.com/user/edwardk/online-lca,,,,0,0,,O(m*log(h)),,"n: number of vertices
m: number of total number of operations (queries, links, and cuts)
h: height of tree",,,Word RAM,words,,,,,,0,,0,,0,1,O(n/log n),0,0,,,,,,,,,,,,,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
60,Clique Problems,1,Enumerating Maximal Cliques,"Enumerating Maximal Cliques, arbitrary graph",1187,,,1,1,O(delta^4),,,"[https://link.springer.com/chapter/10.1007/978-3-540-27810-8_23 Kazuhisa Makino, Takeaki Uno; Section 6 (2004)]","Kazuhisa Makino, Takeaki Uno; Section 6",2004,https://link.springer.com/chapter/10.1007/978-3-540-27810-8_23,,,,,,,O(delta^4),,"n: number of vertices
m: number of edges
delta: maximum degree of any vertex",,,Word RAM,words,O(n+m) auxiliary(?),"n: 5,
m: 3",https://link.springer.com/chapter/10.1007/978-3-540-27810-8_23,,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
,3SUM,1,,Integer 3SUM,1188,,,1,1,O(n^2 log n),,,[- Textbook Sort-and-Binary-Search (-)],Textbook Sort-and-Binary-Search,-,-,,,,,,,O(n^2 log n),,n: size of set,,,Word RAM,words,O(n),n: 3,Storing sorted list,,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3SUM,1,,Integer 3SUM,1189,,,1,1,O(n^2),,,[- Textbook Sort-and-Two-Sided-Traversal (-)],Textbook Sort-and-Two-Sided-Traversal,-,-,,,,,,,O(n^2),,n: size of set,,,Word RAM,words,O(n),n: 3,Storing sorted list,,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3SUM,1,,Integer 3SUM,1190,,,1,1,"O(n^2/max(w/(log w)^2, (log n)^2/(log log n)^2))",,,"[https://link.springer.com/article/10.1007/s00453-007-9036-3 Baran, Demaine, Patrascu (2008)]","Baran, Demaine, Patrascu",2008,https://link.springer.com/article/10.1007/s00453-007-9036-3,,,,,,,"O(n^2/max(w/(log w)^2, (log n)^2/(log log n)^2))",,"n: size of set
w: size of word",,,Word RAM,words,,,,,,1,Las Vegas,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3SUM,1,,Integer 3SUM,1191,,,1,1,O(n^2/(w^2/(log w)^2)),,,"[https://link.springer.com/article/10.1007/s00453-007-9036-3 Baran, Demaine, Patrascu (2008)]","Baran, Demaine, Patrascu",2008,https://link.springer.com/article/10.1007/s00453-007-9036-3,,,,,,,O(n^2/(w^2/(log w)^2)),,"n: size of set
w: size of word",,,Circuit RAM with one nonstandard AC^0 operation,,,,,,,1,Las Vegas,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3SUM,1,,Integer 3SUM,1192,,,1,1,O(n^2/MB),,,"[https://link.springer.com/article/10.1007/s00453-007-9036-3 Baran, Demaine, Patrascu (2008)]","Baran, Demaine, Patrascu",2008,https://link.springer.com/article/10.1007/s00453-007-9036-3,,,,,,,O(n^2/MB),,"n: size of set
w: size of word
B: size of block
M: size of memory",,,External memory,,,,,,,1,Las Vegas,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3SUM,1,,Integer 3SUM,1193,,,1,1,O(n^2*(log M)^2/MB),,,"[https://link.springer.com/article/10.1007/s00453-007-9036-3 Baran, Demaine, Patrascu (2008)]","Baran, Demaine, Patrascu",2008,https://link.springer.com/article/10.1007/s00453-007-9036-3,,,,,,,O(n^2*(log M)^2/MB),,"n: size of set
w: size of word
B: size of block
M: size of memory",,,Cache oblivious,,,,,,,1,Las Vegas,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3SUM,1,,Real 3SUM,1194,,,1,1,O(n^2/((log n)/(log log n))^2/3),,,"[https://ieeexplore.ieee.org/abstract/document/6979047 Gronlund, Pettie (2014)]","Gronlund, Pettie",2014,https://ieeexplore.ieee.org/abstract/document/6979047,,,,,,,O(n^2/((log n)/(log log n))^2/3),,n: size of set,,,Real RAM,words,,,,,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3SUM,1,,Real 3SUM,1195,,,1,1,O(n^2*(log log n)^2/(log n)),,,"[https://ieeexplore.ieee.org/abstract/document/6979047 Gronlund, Pettie (2014)]","Gronlund, Pettie",2014,https://ieeexplore.ieee.org/abstract/document/6979047,,,,,,,O(n^2*(log log n)^2/(log n)),,n: size of set,,,Real RAM,words,,,,,,1,Las Vegas,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3SUM,1,,Real 3SUM,1196,,,1,1,O(n^2*(log log n)/(log n)),,,[https://link.springer.com/article/10.1007/s00453-015-0079-6 Freund (2017)],Freund,2017,https://link.springer.com/article/10.1007/s00453-015-0079-6,,,,,,,O(n^2*(log log n)/(log n)),,n: size of set,,,Real RAM,words,,,,,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3SUM,1,,Real 3SUM,1197,,,1,1,O(n^2*(log log n)^{O(1)}/(log n)^2),,,[https://dl.acm.org/doi/abs/10.1145/3363541 Chan (2018)],Chan,2018,https://dl.acm.org/doi/abs/10.1145/3363541,,,,,,,O(n^2*(log log n)^{O(1)}/(log n)^2),,n: size of set,,,Real RAM,words,,,,,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,The Vertex Cover Problem,1,The Vertex Cover Problem,The Vertex Cover Problem,1198,,,1,1,"O(C(n, k)) (i.e. (n, k) binomial coefficient)",,,[ Exhaustive search (1940)],Exhaustive search,1940,,,,,,,,"O(C(n, k)) (i.e. (n, k) binomial coefficient)",,"n: number of vertices
m: number of edges
k: size of vertex cover",,,Word RAM,words,O(k) auxiliary,k: 3,Just need to keep track of current subset being checked,,,0,,0,,0,0,,0,0,,,,,,,,,,,,1,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
72,The Vertex Cover Problem,1,The Vertex Cover Problem,The Vertex Cover Problem,1199,,,1,1,O(kn+2^k k^2),,,"[https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.2.7270&rep=rep1&type=pdf Downey, Fellows (1995)]","Downey, Fellows",1995,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.2.7270&rep=rep1&type=pdf,,,,,,,O(kn+2^k k^2),,"n: number of vertices
m: number of edges
k: size of vertex cover",,,Word RAM,words,O(k^2) auxiliary,k: 5,Auxiliary graph contains O(k^2) edges unless the instance is rejected; rest of steps take O(k) auxiliary space at most,,,0,,0,,0,0,,0,0,,,,,,,,,,,,1,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
72,The Vertex Cover Problem,1,The Vertex Cover Problem,The Vertex Cover Problem,1200,,,1,1,O(3^k k^2+kn),,,[https://www.sciencedirect.com/science/article/pii/S0022000096900586 Papadimitriou and M Yannakakis 1996 + Buss (1996)],Papadimitriou and M Yannakakis 1996 + Buss,1996,https://www.sciencedirect.com/science/article/pii/S0022000096900586,,,,0,0,,O(3^k k^2+kn),,"n: number of vertices
m: number of edges
k: size of vertex cover",,,Word RAM,words,O(k^2) auxiliary?,k: 5,Auxiliary graph contains O(k^2) edges unless the instance is rejected; rest of steps take O(k) auxiliary space at most,,,0,,0,,0,0,,0,0,,,,,,,,,,,,1,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
72,The Vertex Cover Problem,1,The Vertex Cover Problem,The Vertex Cover Problem,1201,,,1,1,"O(kn+max((1.25542)^k k^2, (1.2906)^k k)",,,"[https://www.research-collection.ethz.ch/bitstream/handle/20.500.11850/69332/eth-4359-01.pdf Stege, Fellows (1999)]","Stege, Fellows",1999,https://www.research-collection.ethz.ch/bitstream/handle/20.500.11850/69332/eth-4359-01.pdf,,,,0,0,,"O(kn+max((1.25542)^k k^2, (1.2906)^k k)",,"n: number of vertices
m: number of edges
k: size of vertex cover",,,Word RAM,words,O(k^3) auxiliary? (potentially O(k^2)??),k: 6,(see remark in algo id #576),,,0,,0,,0,0,,0,0,,,,,,,,,,,,1,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
72,The Vertex Cover Problem,1,The Vertex Cover Problem,The Vertex Cover Problem,1202,,,1,1,O(kn+(1.2906)^k),,,"[https://mediatum.ub.tum.de/doc/1094228/file.pdf Stege, Fellows + Interleaving method (Niedermeier, Rossmanith) (2000)]","Stege, Fellows + Interleaving method (Niedermeier, Rossmanith)",2000,https://mediatum.ub.tum.de/doc/1094228/file.pdf,,,,0,0,,O(kn+(1.2906)^k),,"n: number of vertices
m: number of edges
k: size of vertex cover",,,Word RAM,words,O(k^3) auxiliary? (potentially O(k^2)??),k: 6,(see remark in algo id #576),,,0,,0,,0,0,,0,0,,,,,,,,,,,,1,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
